,text,tokenized_text,POS_text
0,(☀️) Lionel Messi 🇦🇷 is OUT for the match against RB Leipzig. [@SaberDesfa] #UCL https://t.co/pWr9RuLbls,"['', '', '️', '', 'Lionel', 'Messi', '', '', 'is', 'OUT', 'for', 'the', 'match', 'against', 'RB', 'Leipzig', '', '', 'SaberDesfa', '', 'UCL', '']","[('', 'JJ'), ('', 'NNP'), ('️', 'NNP'), ('', 'NNP'), ('Lionel', 'NNP'), ('Messi', 'NNP'), ('', 'NNP'), ('', 'NNP'), ('is', 'VBZ'), ('OUT', 'NNP'), ('for', 'IN'), ('the', 'DT'), ('match', 'NN'), ('against', 'IN'), ('RB', 'NNP'), ('Leipzig', 'NNP'), ('', 'NNP'), ('', 'NNP'), ('SaberDesfa', 'NNP'), ('', 'NNP'), ('UCL', 'NNP'), ('', 'NN')]"
1,"@CertifiedRatio @TrollFootball Album: psg
Artist: messi

Track Listing:
1. Bottlejob adventures
2. Ghosts
3. 007 (no time to contribute)
4. Save me 
5. I'm struggling
6. Out of place
7. I was forced to leave","['CertifiedRatio', 'TrollFootball', 'Album', '', 'psg', 'Artist', '', 'messi', 'Track', 'Listing', '', '1', '', 'Bottlejob', 'adventures', '2', '', 'Ghosts', '3', '', '007', '', 'no', 'time', 'to', 'contribute', '', '4', '', 'Save', 'me', '5', '', 'Im', 'struggling', '6', '', 'Out', 'of', 'place', '7', '', 'I', 'was', 'forced', 'to', 'leave']","[('CertifiedRatio', 'NNP'), ('TrollFootball', 'NNP'), ('Album', 'NNP'), ('', 'NNP'), ('psg', 'JJ'), ('Artist', 'NNP'), ('', 'NNP'), ('messi', 'NNP'), ('Track', 'NNP'), ('Listing', 'NNP'), ('', 'VBZ'), ('1', 'CD'), ('', 'JJ'), ('Bottlejob', 'NNP'), ('adventures', 'VBZ'), ('2', 'CD'), ('', 'NN'), ('Ghosts', 'NNS'), ('3', 'CD'), ('', '$'), ('007', 'CD'), ('', 'NNP'), ('no', 'DT'), ('time', 'NN'), ('to', 'TO'), ('contribute', 'VB'), ('', 'JJ'), ('4', 'CD'), ('', 'NN'), ('Save', 'NNP'), ('me', 'PRP'), ('5', 'CD'), ('', 'JJ'), ('Im', 'NNP'), ('struggling', 'VBG'), ('6', 'CD'), ('', 'JJ'), ('Out', 'NNP'), ('of', 'IN'), ('place', 'NN'), ('7', 'CD'), ('', 'NN'), ('I', 'PRP'), ('was', 'VBD'), ('forced', 'VBN'), ('to', 'TO'), ('leave', 'VB')]"
2,"Messi 🗣

""I have had a long-standing relationship with Neymar, we kept talking despite not playing together. With Kylian at the beginning, it was strange because we didn't know if he was staying or leaving. Luckily we are getting to know each other more.""

[@TheChips_Futbol] https://t.co/VOANFkvh2j","['Messi', '', '', 'I', 'have', 'had', 'a', 'longstanding', 'relationship', 'with', 'Neymar', '', 'we', 'kept', 'talking', 'despite', 'not', 'playing', 'together', '', 'With', 'Kylian', 'at', 'the', 'beginning', '', 'it', 'was', 'strange', 'because', 'we', 'didnt', 'know', 'if', 'he', 'was', 'staying', 'or', 'leaving', '', 'Luckily', 'we', 'are', 'getting', 'to', 'know', 'each', 'other', 'more', '', '', '', 'TheChipsFutbol', '', '']","[('Messi', 'NNP'), ('', 'NNP'), ('', 'NNP'), ('I', 'PRP'), ('have', 'VBP'), ('had', 'VBD'), ('a', 'DT'), ('longstanding', 'JJ'), ('relationship', 'NN'), ('with', 'IN'), ('Neymar', 'NNP'), ('', 'NNP'), ('we', 'PRP'), ('kept', 'VBD'), ('talking', 'VBG'), ('despite', 'IN'), ('not', 'RB'), ('playing', 'VBG'), ('together', 'RB'), ('', 'NN'), ('With', 'IN'), ('Kylian', 'NNP'), ('at', 'IN'), ('the', 'DT'), ('beginning', 'VBG'), ('', 'NN'), ('it', 'PRP'), ('was', 'VBD'), ('strange', 'JJ'), ('because', 'IN'), ('we', 'PRP'), ('didnt', 'VBP'), ('know', 'VB'), ('if', 'IN'), ('he', 'PRP'), ('was', 'VBD'), ('staying', 'VBG'), ('or', 'CC'), ('leaving', 'VBG'), ('', 'JJ'), ('Luckily', 'NNP'), ('we', 'PRP'), ('are', 'VBP'), ('getting', 'VBG'), ('to', 'TO'), ('know', 'VB'), ('each', 'DT'), ('other', 'JJ'), ('more', 'JJR'), ('', 'JJ'), ('', 'NNP'), ('', 'NNP'), ('TheChipsFutbol', 'NNP'), ('', 'NNP'), ('', 'NN')]"
3,@Barca_Buzz I expect 2012 messi lookalike nothing less,"['BarcaBuzz', 'I', 'expect', '2012', 'messi', 'lookalike', 'nothing', 'less']","[('BarcaBuzz', 'NNP'), ('I', 'PRP'), ('expect', 'VBP'), ('2012', 'CD'), ('messi', 'NN'), ('lookalike', 'IN'), ('nothing', 'NN'), ('less', 'CC')]"
4,@PSGhub @SaberDesfa Messi haters wanna talk shit about him rn well just wait til after international break is over Messi his haters (Penaldogs) better be ready to hide in their caves!!,"['PSGhub', 'SaberDesfa', 'Messi', 'haters', 'wanna', 'talk', 'shit', 'about', 'him', 'rn', 'well', 'just', 'wait', 'til', 'after', 'international', 'break', 'is', 'over', 'Messi', 'his', 'haters', '', 'Penaldogs', '', 'better', 'be', 'ready', 'to', 'hide', 'in', 'their', 'caves', '', '']","[('PSGhub', 'NNP'), ('SaberDesfa', 'NNP'), ('Messi', 'NNP'), ('haters', 'NNS'), ('wanna', 'VBP'), ('talk', 'NN'), ('shit', 'NN'), ('about', 'IN'), ('him', 'PRP'), ('rn', 'VB'), ('well', 'RB'), ('just', 'RB'), ('wait', 'NN'), ('til', 'NN'), ('after', 'IN'), ('international', 'JJ'), ('break', 'NN'), ('is', 'VBZ'), ('over', 'IN'), ('Messi', 'NNP'), ('his', 'PRP$'), ('haters', 'NNS'), ('', 'VBP'), ('Penaldogs', 'NNP'), ('', 'NNP'), ('better', 'RB'), ('be', 'VB'), ('ready', 'JJ'), ('to', 'TO'), ('hide', 'VB'), ('in', 'IN'), ('their', 'PRP$'), ('caves', 'NNS'), ('', 'VBP'), ('', 'NN')]"
5,@PSGhub @SaberDesfa Good 4 Messi tbf. Definitely needed 2 rest.,"['PSGhub', 'SaberDesfa', 'Good', '4', 'Messi', 'tbf', '', 'Definitely', 'needed', '2', 'rest', '']","[('PSGhub', 'NNP'), ('SaberDesfa', 'NNP'), ('Good', 'NNP'), ('4', 'CD'), ('Messi', 'NNP'), ('tbf', 'NN'), ('', 'NNP'), ('Definitely', 'NNP'), ('needed', 'VBD'), ('2', 'CD'), ('rest', 'NN'), ('', 'NN')]"
6,@hadrien_grenier @SaberDesfa Messi is the new Verratti,"['hadriengrenier', 'SaberDesfa', 'Messi', 'is', 'the', 'new', 'Verratti']","[('hadriengrenier', 'JJR'), ('SaberDesfa', 'NNP'), ('Messi', 'NNP'), ('is', 'VBZ'), ('the', 'DT'), ('new', 'JJ'), ('Verratti', 'NNP')]"
7,"@TrollFootball Lionel Messi in 2021:

✅ 49 games
✅ 40 goals
✅ 14 assists
✅ 27 MOTM awards
✅ La Liga top scorer
✅ Copa America top scorer, Player of the Tournament and winner

If any other player had these stats then they would win the Ballon d'Or without debate. Give him his #7 🏆 #LM7 https://t.co/1sqMBb61Ke","['TrollFootball', 'Lionel', 'Messi', 'in', '2021', '', '', '49', 'games', '', '40', 'goals', '', '14', 'assists', '', '27', 'MOTM', 'awards', '', 'La', 'Liga', 'top', 'scorer', '', 'Copa', 'America', 'top', 'scorer', '', 'Player', 'of', 'the', 'Tournament', 'and', 'winner', 'If', 'any', 'other', 'player', 'had', 'these', 'stats', 'then', 'they', 'would', 'win', 'the', 'Ballon', 'dOr', 'without', 'debate', '', 'Give', 'him', 'his', '', '7', '', 'LM7', '']","[('TrollFootball', 'DT'), ('Lionel', 'NNP'), ('Messi', 'NNP'), ('in', 'IN'), ('2021', 'CD'), ('', 'NNP'), ('', 'VBD'), ('49', 'CD'), ('games', 'NNS'), ('', 'RB'), ('40', 'CD'), ('goals', 'NNS'), ('', 'VBD'), ('14', 'CD'), ('assists', 'NNS'), ('', 'VBP'), ('27', 'CD'), ('MOTM', 'NNP'), ('awards', 'NNS'), ('', 'NNP'), ('La', 'NNP'), ('Liga', 'NNP'), ('top', 'JJ'), ('scorer', 'NN'), ('', 'NNP'), ('Copa', 'NNP'), ('America', 'NNP'), ('top', 'JJ'), ('scorer', 'NN'), ('', 'NNP'), ('Player', 'NNP'), ('of', 'IN'), ('the', 'DT'), ('Tournament', 'NNP'), ('and', 'CC'), ('winner', 'NN'), ('If', 'IN'), ('any', 'DT'), ('other', 'JJ'), ('player', 'NN'), ('had', 'VBD'), ('these', 'DT'), ('stats', 'NNS'), ('then', 'RB'), ('they', 'PRP'), ('would', 'MD'), ('win', 'VB'), ('the', 'DT'), ('Ballon', 'NNP'), ('dOr', 'NN'), ('without', 'IN'), ('debate', 'NN'), ('', 'NNS'), ('Give', 'VBP'), ('him', 'PRP'), ('his', 'PRP$'), ('', 'NN'), ('7', 'CD'), ('', 'NN'), ('LM7', 'NNP'), ('', 'NN')]"
8,"@av_bagged @Chaviesquement When news of koeman freezing riqui for leaking news broke , there were also reports that a section of the dressing room supported koeman, I think messi was one of them, you can tell that by leo's Excellent relation with ronald","['avbagged', 'Chaviesquement', 'When', 'news', 'of', 'koeman', 'freezing', 'riqui', 'for', 'leaking', 'news', 'broke', '', 'there', 'were', 'also', 'reports', 'that', 'a', 'section', 'of', 'the', 'dressing', 'room', 'supported', 'koeman', '', 'I', 'think', 'messi', 'was', 'one', 'of', 'them', '', 'you', 'can', 'tell', 'that', 'by', 'leos', 'Excellent', 'relation', 'with', 'ronald']","[('avbagged', 'VBN'), ('Chaviesquement', 'NN'), ('When', 'WRB'), ('news', 'NN'), ('of', 'IN'), ('koeman', 'NN'), ('freezing', 'VBG'), ('riqui', 'NN'), ('for', 'IN'), ('leaking', 'VBG'), ('news', 'NN'), ('broke', 'VBD'), ('', 'RB'), ('there', 'EX'), ('were', 'VBD'), ('also', 'RB'), ('reports', 'VBZ'), ('that', 'IN'), ('a', 'DT'), ('section', 'NN'), ('of', 'IN'), ('the', 'DT'), ('dressing', 'NN'), ('room', 'NN'), ('supported', 'VBD'), ('koeman', 'JJ'), ('', 'NN'), ('I', 'PRP'), ('think', 'VBP'), ('messi', 'NN'), ('was', 'VBD'), ('one', 'CD'), ('of', 'IN'), ('them', 'PRP'), ('', 'VBP'), ('you', 'PRP'), ('can', 'MD'), ('tell', 'VB'), ('that', 'IN'), ('by', 'IN'), ('leos', 'JJ'), ('Excellent', 'NNP'), ('relation', 'NN'), ('with', 'IN'), ('ronald', 'NN')]"
9,Noone mentioned messi in that tweet you bum https://t.co/FUrU8UwzXs,"['Noone', 'mentioned', 'messi', 'in', 'that', 'tweet', 'you', 'bum', '']","[('Noone', 'NN'), ('mentioned', 'VBD'), ('messi', 'NN'), ('in', 'IN'), ('that', 'DT'), ('tweet', 'NN'), ('you', 'PRP'), ('bum', 'VBP'), ('', 'VB')]"
10,@6BDORS Messi is the best 🥇,"['6BDORS', 'Messi', 'is', 'the', 'best', '']","[('6BDORS', 'CD'), ('Messi', 'NNP'), ('is', 'VBZ'), ('the', 'DT'), ('best', 'JJS'), ('', 'NN')]"
11,"Oml messi has never hit these levels

https://t.co/gbiPrg0pdQ https://t.co/kWJSJS7gz7","['Oml', 'messi', 'has', 'never', 'hit', 'these', 'levels', '', '']","[('Oml', 'NNP'), ('messi', 'NN'), ('has', 'VBZ'), ('never', 'RB'), ('hit', 'VBN'), ('these', 'DT'), ('levels', 'NNS'), ('', 'VBP'), ('', 'NN')]"
12,"Lionel Messi says thought of retiring after next year’s FIFA World Cup has not crossed his mind-Sports News , Firstpost https://t.co/KsRx5fP53n","['Lionel', 'Messi', 'says', 'thought', 'of', 'retiring', 'after', 'next', 'year', '', 's', 'FIFA', 'World', 'Cup', 'has', 'not', 'crossed', 'his', 'mindSports', 'News', '', 'Firstpost', '']","[('Lionel', 'NNP'), ('Messi', 'NNP'), ('says', 'VBZ'), ('thought', 'NN'), ('of', 'IN'), ('retiring', 'VBG'), ('after', 'IN'), ('next', 'JJ'), ('year', 'NN'), ('', 'NN'), ('s', 'NN'), ('FIFA', 'NNP'), ('World', 'NNP'), ('Cup', 'NNP'), ('has', 'VBZ'), ('not', 'RB'), ('crossed', 'VBN'), ('his', 'PRP$'), ('mindSports', 'NNS'), ('News', 'NNP'), ('', 'VBZ'), ('Firstpost', 'NNP'), ('', 'NN')]"
13,"@sideblancos @MasiaProdigy @kickoffspot_ @somedaytolive @shivanshfcbm One of the worst takes on this app. Messi has done it in CL, the World Cup, Copa America, and in a top league for over a decade yet he can’t be the  greatest player of all time  because he didn’t prove himself in another league? Do u seriously think he couldn’t put up numbers in his prime in other league","['sideblancos', 'MasiaProdigy', 'kickoffspot', 'somedaytolive', 'shivanshfcbm', 'One', 'of', 'the', 'worst', 'takes', 'on', 'this', 'app', '', 'Messi', 'has', 'done', 'it', 'in', 'CL', '', 'the', 'World', 'Cup', '', 'Copa', 'America', '', 'and', 'in', 'a', 'top', 'league', 'for', 'over', 'a', 'decade', 'yet', 'he', 'can', '', 't', 'be', 'the', 'greatest', 'player', 'of', 'all', 'time', 'because', 'he', 'didn', '', 't', 'prove', 'himself', 'in', 'another', 'league', '', 'Do', 'u', 'seriously', 'think', 'he', 'couldn', '', 't', 'put', 'up', 'numbers', 'in', 'his', 'prime', 'in', 'other', 'league']","[('sideblancos', 'NN'), ('MasiaProdigy', 'NNP'), ('kickoffspot', 'NN'), ('somedaytolive', 'JJ'), ('shivanshfcbm', 'NN'), ('One', 'CD'), ('of', 'IN'), ('the', 'DT'), ('worst', 'JJS'), ('takes', 'VBZ'), ('on', 'IN'), ('this', 'DT'), ('app', 'NN'), ('', 'NNP'), ('Messi', 'NNP'), ('has', 'VBZ'), ('done', 'VBN'), ('it', 'PRP'), ('in', 'IN'), ('CL', 'NNP'), ('', 'NNP'), ('the', 'DT'), ('World', 'NNP'), ('Cup', 'NNP'), ('', 'NNP'), ('Copa', 'NNP'), ('America', 'NNP'), ('', 'NNP'), ('and', 'CC'), ('in', 'IN'), ('a', 'DT'), ('top', 'JJ'), ('league', 'NN'), ('for', 'IN'), ('over', 'IN'), ('a', 'DT'), ('decade', 'NN'), ('yet', 'RB'), ('he', 'PRP'), ('can', 'MD'), ('', 'VB'), ('t', 'RB'), ('be', 'VB'), ('the', 'DT'), ('greatest', 'JJS'), ('player', 'NN'), ('of', 'IN'), ('all', 'DT'), ('time', 'NN'), ('because', 'IN'), ('he', 'PRP'), ('didn', 'VBZ'), ('', 'JJ'), ('t', 'JJ'), ('prove', 'NN'), ('himself', 'PRP'), ('in', 'IN'), ('another', 'DT'), ('league', 'NN'), ('', 'NN'), ('Do', 'NNP'), ('u', 'RB'), ('seriously', 'RB'), ('think', 'VB'), ('he', 'PRP'), ('couldn', 'VB'), ('', 'JJ'), ('t', 'NN'), ('put', 'VBD'), ('up', 'RP'), ('numbers', 'NNS'), ('in', 'IN'), ('his', 'PRP$'), ('prime', 'NN'), ('in', 'IN'), ('other', 'JJ'), ('league', 'NN')]"
14,"@leitren Lmao idris gana gueye or whatever his name is doesn't have that kinda IQ, he did rather pass to a mark mbappe than messi.","['leitren', 'Lmao', 'idris', 'gana', 'gueye', 'or', 'whatever', 'his', 'name', 'is', 'doesnt', 'have', 'that', 'kinda', 'IQ', '', 'he', 'did', 'rather', 'pass', 'to', 'a', 'mark', 'mbappe', 'than', 'messi', '']","[('leitren', 'NNS'), ('Lmao', 'NNP'), ('idris', 'VBP'), ('gana', 'JJ'), ('gueye', 'NN'), ('or', 'CC'), ('whatever', 'VB'), ('his', 'PRP$'), ('name', 'NN'), ('is', 'VBZ'), ('doesnt', 'VBN'), ('have', 'VBP'), ('that', 'DT'), ('kinda', 'NN'), ('IQ', 'NNP'), ('', 'NNP'), ('he', 'PRP'), ('did', 'VBD'), ('rather', 'RB'), ('pass', 'NN'), ('to', 'TO'), ('a', 'DT'), ('mark', 'NN'), ('mbappe', 'NN'), ('than', 'IN'), ('messi', 'NN'), ('', 'NN')]"
15,"@Chrisanchez15 @Letter_to_Jack What are the things Ronaldo has done that Messi can't do ? 
I'm waiting for your list bro","['Chrisanchez15', 'LettertoJack', 'What', 'are', 'the', 'things', 'Ronaldo', 'has', 'done', 'that', 'Messi', 'cant', 'do', '', 'Im', 'waiting', 'for', 'your', 'list', 'bro']","[('Chrisanchez15', 'NNP'), ('LettertoJack', 'NNP'), ('What', 'WP'), ('are', 'VBP'), ('the', 'DT'), ('things', 'NNS'), ('Ronaldo', 'NNP'), ('has', 'VBZ'), ('done', 'VBN'), ('that', 'IN'), ('Messi', 'NNP'), ('cant', 'NN'), ('do', 'VBP'), ('', 'VB'), ('Im', 'NNP'), ('waiting', 'VBG'), ('for', 'IN'), ('your', 'PRP$'), ('list', 'NN'), ('bro', 'NN')]"
16,DO NOT FORGET IF YOU WANT MESSI/RONALDO AND DINHO https://t.co/rkR33yitF3,"['DO', 'NOT', 'FORGET', 'IF', 'YOU', 'WANT', 'MESSI', '', 'RONALDO', 'AND', 'DINHO', '']","[('DO', 'NNP'), ('NOT', 'NNP'), ('FORGET', 'NNP'), ('IF', 'NNP'), ('YOU', 'NNP'), ('WANT', 'VBP'), ('MESSI', 'NNP'), ('', 'NNP'), ('RONALDO', 'NNP'), ('AND', 'NNP'), ('DINHO', 'NNP'), ('', 'NN')]"
17,Listening to Leo Messi talk about Barcelona in his interview despite people treating him like shit☹️ https://t.co/kzzvhGm0mt,"['Listening', 'to', 'Leo', 'Messi', 'talk', 'about', 'Barcelona', 'in', 'his', 'interview', 'despite', 'people', 'treating', 'him', 'like', 'shit', '', '️', '']","[('Listening', 'VBG'), ('to', 'TO'), ('Leo', 'NNP'), ('Messi', 'NNP'), ('talk', 'NN'), ('about', 'IN'), ('Barcelona', 'NNP'), ('in', 'IN'), ('his', 'PRP$'), ('interview', 'NN'), ('despite', 'IN'), ('people', 'NNS'), ('treating', 'VBG'), ('him', 'PRP'), ('like', 'IN'), ('shit', 'NN'), ('', 'NNP'), ('️', 'NNP'), ('', 'NN')]"
18,🔴 Leo Messi is OUT for Wednesday. @SaberDesfa #PSG 🇦🇷❌,"['', 'Leo', 'Messi', 'is', 'OUT', 'for', 'Wednesday', '', 'SaberDesfa', 'PSG', '', '', '']","[('', 'JJ'), ('Leo', 'NNP'), ('Messi', 'NNP'), ('is', 'VBZ'), ('OUT', 'NNP'), ('for', 'IN'), ('Wednesday', 'NNP'), ('', 'NNP'), ('SaberDesfa', 'NNP'), ('PSG', 'NNP'), ('', 'NNP'), ('', 'NNP'), ('', 'NN')]"
19,"Retire? It has not crossed my mind, says #PSG star #Messi 
https://t.co/RmD2PaaWb3","['Retire', '', 'It', 'has', 'not', 'crossed', 'my', 'mind', '', 'says', 'PSG', 'star', 'Messi', '']","[('Retire', 'NNP'), ('', 'NN'), ('It', 'PRP'), ('has', 'VBZ'), ('not', 'RB'), ('crossed', 'VBN'), ('my', 'PRP$'), ('mind', 'NN'), ('', 'NNP'), ('says', 'VBZ'), ('PSG', 'NNP'), ('star', 'NN'), ('Messi', 'NNP'), ('', 'NN')]"
20,"Zlatan is not even in the top 200 but talks like he is on Messi them level , smh https://t.co/ek9If8mvM8","['Zlatan', 'is', 'not', 'even', 'in', 'the', 'top', '200', 'but', 'talks', 'like', 'he', 'is', 'on', 'Messi', 'them', 'level', '', 'smh', '']","[('Zlatan', 'NNP'), ('is', 'VBZ'), ('not', 'RB'), ('even', 'RB'), ('in', 'IN'), ('the', 'DT'), ('top', 'JJ'), ('200', 'CD'), ('but', 'CC'), ('talks', 'NNS'), ('like', 'IN'), ('he', 'PRP'), ('is', 'VBZ'), ('on', 'IN'), ('Messi', 'NNP'), ('them', 'PRP'), ('level', 'VBP'), ('', 'JJ'), ('smh', 'NN'), ('', 'NN')]"
21,"@goal @PauDybala_JR @juventusfcen Lionel Messi in 2021:

✅ 49 games
✅ 40 goals
✅ 14 assists
✅ 27 MOTM awards
✅ La Liga top scorer
✅ Copa America top scorer, Player of the Tournament and winner

If any other player had these stats then they would win the Ballon d'Or without debate. Give him his #7 🏆 #LM7 https://t.co/sHb74afgao","['goal', 'PauDybalaJR', 'juventusfcen', 'Lionel', 'Messi', 'in', '2021', '', '', '49', 'games', '', '40', 'goals', '', '14', 'assists', '', '27', 'MOTM', 'awards', '', 'La', 'Liga', 'top', 'scorer', '', 'Copa', 'America', 'top', 'scorer', '', 'Player', 'of', 'the', 'Tournament', 'and', 'winner', 'If', 'any', 'other', 'player', 'had', 'these', 'stats', 'then', 'they', 'would', 'win', 'the', 'Ballon', 'dOr', 'without', 'debate', '', 'Give', 'him', 'his', '', '7', '', 'LM7', '']","[('goal', 'NN'), ('PauDybalaJR', 'NNP'), ('juventusfcen', 'NN'), ('Lionel', 'NNP'), ('Messi', 'NNP'), ('in', 'IN'), ('2021', 'CD'), ('', 'NNP'), ('', 'VBD'), ('49', 'CD'), ('games', 'NNS'), ('', 'RB'), ('40', 'CD'), ('goals', 'NNS'), ('', 'VBD'), ('14', 'CD'), ('assists', 'NNS'), ('', 'VBP'), ('27', 'CD'), ('MOTM', 'NNP'), ('awards', 'NNS'), ('', 'NNP'), ('La', 'NNP'), ('Liga', 'NNP'), ('top', 'JJ'), ('scorer', 'NN'), ('', 'NNP'), ('Copa', 'NNP'), ('America', 'NNP'), ('top', 'JJ'), ('scorer', 'NN'), ('', 'NNP'), ('Player', 'NNP'), ('of', 'IN'), ('the', 'DT'), ('Tournament', 'NNP'), ('and', 'CC'), ('winner', 'NN'), ('If', 'IN'), ('any', 'DT'), ('other', 'JJ'), ('player', 'NN'), ('had', 'VBD'), ('these', 'DT'), ('stats', 'NNS'), ('then', 'RB'), ('they', 'PRP'), ('would', 'MD'), ('win', 'VB'), ('the', 'DT'), ('Ballon', 'NNP'), ('dOr', 'NN'), ('without', 'IN'), ('debate', 'NN'), ('', 'NNS'), ('Give', 'VBP'), ('him', 'PRP'), ('his', 'PRP$'), ('', 'NN'), ('7', 'CD'), ('', 'NN'), ('LM7', 'NNP'), ('', 'NN')]"
22,Vote messi/ronaldo hell vote origi but not that other random dude https://t.co/8lqKGT8QIo,"['Vote', 'messi', '', 'ronaldo', 'hell', 'vote', 'origi', 'but', 'not', 'that', 'other', 'random', 'dude', '']","[('Vote', 'NNP'), ('messi', 'VBD'), ('', 'NNP'), ('ronaldo', 'NN'), ('hell', 'NN'), ('vote', 'NN'), ('origi', 'RB'), ('but', 'CC'), ('not', 'RB'), ('that', 'IN'), ('other', 'JJ'), ('random', 'JJ'), ('dude', 'NN'), ('', 'NN')]"
23,"@Inayat19708039 Messi is most protected, we all know that","['Inayat19708039', 'Messi', 'is', 'most', 'protected', '', 'we', 'all', 'know', 'that']","[('Inayat19708039', 'NNP'), ('Messi', 'NNP'), ('is', 'VBZ'), ('most', 'JJS'), ('protected', 'JJ'), ('', 'NN'), ('we', 'PRP'), ('all', 'DT'), ('know', 'VBP'), ('that', 'IN')]"
24,@OLA29636117 @Amari74_ @adamGuater @totalcristiano THEN WHY HE STILL HAS LESS LEAGUE GOALS THAN MESSI IN 2021?,"['OLA29636117', 'Amari74', 'adamGuater', 'totalcristiano', 'THEN', 'WHY', 'HE', 'STILL', 'HAS', 'LESS', 'LEAGUE', 'GOALS', 'THAN', 'MESSI', 'IN', '2021', '']","[('OLA29636117', 'NNP'), ('Amari74', 'NNP'), ('adamGuater', 'NN'), ('totalcristiano', 'NN'), ('THEN', 'NNP'), ('WHY', 'NNP'), ('HE', 'NNP'), ('STILL', 'NNP'), ('HAS', 'NNP'), ('LESS', 'NNP'), ('LEAGUE', 'NNP'), ('GOALS', 'NNP'), ('THAN', 'NNP'), ('MESSI', 'NNP'), ('IN', 'NNP'), ('2021', 'CD'), ('', 'NN')]"
25,@needonegoalfc SRK and Messi as a celebrity will never disappoint you ❤️✌️,"['needonegoalfc', 'SRK', 'and', 'Messi', 'as', 'a', 'celebrity', 'will', 'never', 'disappoint', 'you', '', '️', '', '️']","[('needonegoalfc', 'JJ'), ('SRK', 'NNP'), ('and', 'CC'), ('Messi', 'NNP'), ('as', 'IN'), ('a', 'DT'), ('celebrity', 'NN'), ('will', 'MD'), ('never', 'RB'), ('disappoint', 'VB'), ('you', 'PRP'), ('', 'VBP'), ('️', 'JJ'), ('', 'NNP'), ('️', 'NN')]"
26,@goal @PauDybala_JR @juventusfcen Has more league goals than Messi 😭,"['goal', 'PauDybalaJR', 'juventusfcen', 'Has', 'more', 'league', 'goals', 'than', 'Messi', '']","[('goal', 'NN'), ('PauDybalaJR', 'NNP'), ('juventusfcen', 'NN'), ('Has', 'NNP'), ('more', 'JJR'), ('league', 'NN'), ('goals', 'NNS'), ('than', 'IN'), ('Messi', 'NNP'), ('', 'NN')]"
27,"@waleedalfarraj Twitter Messi 

#اجمل_رساله_حب  #غرد_بذكر_الله

https://t.co/XSyUpymMGT","['waleedalfarraj', 'Twitter', 'Messi', 'اجملرسالهحب', 'غردبذكرالله', '']","[('waleedalfarraj', 'NN'), ('Twitter', 'NNP'), ('Messi', 'NNP'), ('اجملرسالهحب', 'NNP'), ('غردبذكرالله', 'NNP'), ('', 'NN')]"
28,"@SelecaoTalk Newmar for all his brilliance ain't come close to Messi, The gulf between Messi and Neymar is as big as Maradona and Careca with the likes of R9, Ronnie can both fill in with some space left for Romario.","['SelecaoTalk', 'Newmar', 'for', 'all', 'his', 'brilliance', 'aint', 'come', 'close', 'to', 'Messi', '', 'The', 'gulf', 'between', 'Messi', 'and', 'Neymar', 'is', 'as', 'big', 'as', 'Maradona', 'and', 'Careca', 'with', 'the', 'likes', 'of', 'R9', '', 'Ronnie', 'can', 'both', 'fill', 'in', 'with', 'some', 'space', 'left', 'for', 'Romario', '']","[('SelecaoTalk', 'NNP'), ('Newmar', 'NNP'), ('for', 'IN'), ('all', 'DT'), ('his', 'PRP$'), ('brilliance', 'NN'), ('aint', 'NN'), ('come', 'VBP'), ('close', 'RB'), ('to', 'TO'), ('Messi', 'NNP'), ('', 'NNP'), ('The', 'DT'), ('gulf', 'NN'), ('between', 'IN'), ('Messi', 'NNP'), ('and', 'CC'), ('Neymar', 'NNP'), ('is', 'VBZ'), ('as', 'RB'), ('big', 'JJ'), ('as', 'IN'), ('Maradona', 'NNP'), ('and', 'CC'), ('Careca', 'NNP'), ('with', 'IN'), ('the', 'DT'), ('likes', 'NNS'), ('of', 'IN'), ('R9', 'NNP'), ('', 'NNP'), ('Ronnie', 'NNP'), ('can', 'MD'), ('both', 'DT'), ('fill', 'VB'), ('in', 'IN'), ('with', 'IN'), ('some', 'DT'), ('space', 'NN'), ('left', 'VBD'), ('for', 'IN'), ('Romario', 'NNP'), ('', 'NNP')]"
29,"Ramos : Bro i have a plan to leave this hell
Messi : Tell me fast 
#psg #ramos #Messi https://t.co/nuWvrzlP79","['Ramos', '', 'Bro', 'i', 'have', 'a', 'plan', 'to', 'leave', 'this', 'hell', 'Messi', '', 'Tell', 'me', 'fast', 'psg', 'ramos', 'Messi', '']","[('Ramos', 'NNP'), ('', 'NNP'), ('Bro', 'NNP'), ('i', 'NN'), ('have', 'VBP'), ('a', 'DT'), ('plan', 'NN'), ('to', 'TO'), ('leave', 'VB'), ('this', 'DT'), ('hell', 'NN'), ('Messi', 'NNP'), ('', 'NNP'), ('Tell', 'NNP'), ('me', 'PRP'), ('fast', 'RB'), ('psg', 'VBP'), ('ramos', 'NNS'), ('Messi', 'NNP'), ('', 'NN')]"
