,text,tokenized_text,POS_text
64,Messi the best footballer@messi https://t.co/qODQE9FnYZ,"['Messi', 'the', 'best', 'footballer', 'messi', '']","[('Messi', 'NNP'), ('the', 'DT'), ('best', 'JJS'), ('footballer', 'NN'), ('messi', 'NN'), ('', 'NN')]"
65,@FCBDynamite_ @messi_ greatest player of all time ed @shayaanfcb Hey lol,"['FCBDynamite', 'messi', 'greatest', 'player', 'of', 'all', 'time', 'ed', 'shayaanfcb', 'Hey', 'lol']","[('FCBDynamite', 'NNP'), ('messi', 'NN'), ('greatest', 'JJS'), ('player', 'NN'), ('of', 'IN'), ('all', 'DT'), ('time', 'NN'), ('ed', 'JJ'), ('shayaanfcb', 'NN'), ('Hey', 'NNP'), ('lol', 'NN')]"
66,"@olgasyana Looks so yummy, messi! 💕","['olgasyana', 'Looks', 'so', 'yummy', '', 'messi', '', '']","[('olgasyana', 'JJ'), ('Looks', 'NNP'), ('so', 'IN'), ('yummy', 'JJ'), ('', 'NNP'), ('messi', 'NN'), ('', 'NNP'), ('', 'NN')]"
67,"Let's play a game of who am i?

I played with Ronaldo and Messi
I won the Champions League with both
Won the World Cup + Euros 
Now I'm Ronaldo's bitch

Who am I?","['Lets', 'play', 'a', 'game', 'of', 'who', 'am', 'i', '', 'I', 'played', 'with', 'Ronaldo', 'and', 'Messi', 'I', 'won', 'the', 'Champions', 'League', 'with', 'both', 'Won', 'the', 'World', 'Cup', '', 'Euros', 'Now', 'Im', 'Ronaldos', 'bitch', 'Who', 'am', 'I', '']","[('Lets', 'NNS'), ('play', 'VBP'), ('a', 'DT'), ('game', 'NN'), ('of', 'IN'), ('who', 'WP'), ('am', 'VBP'), ('i', 'JJ'), ('', 'VBP'), ('I', 'PRP'), ('played', 'VBD'), ('with', 'IN'), ('Ronaldo', 'NNP'), ('and', 'CC'), ('Messi', 'NNP'), ('I', 'PRP'), ('won', 'VBD'), ('the', 'DT'), ('Champions', 'NNP'), ('League', 'NNP'), ('with', 'IN'), ('both', 'DT'), ('Won', 'NNP'), ('the', 'DT'), ('World', 'NNP'), ('Cup', 'NNP'), ('', 'NNP'), ('Euros', 'NNP'), ('Now', 'RB'), ('Im', 'NNP'), ('Ronaldos', 'NNP'), ('bitch', 'NN'), ('Who', 'NNP'), ('am', 'VBP'), ('I', 'PRP'), ('', 'VBP')]"
68,@imessi ilove you cr7 or Messi❤👑 https://t.co/IrjsjXB1gg,"['imessi', 'ilove', 'you', 'cr7', 'or', 'Messi', '', '', '']","[('imessi', 'NN'), ('ilove', 'VB'), ('you', 'PRP'), ('cr7', 'VBP'), ('or', 'CC'), ('Messi', 'NNP'), ('', 'NNP'), ('', 'NNP'), ('', 'NN')]"
69,"@Neymaravi_ @MirZafa03675509 @Dsummerss @PSGhub @RMCsport He literally said it in an interview after messi won ballondor 2015, search it up clown.","['Neymaravi', 'MirZafa03675509', 'Dsummerss', 'PSGhub', 'RMCsport', 'He', 'literally', 'said', 'it', 'in', 'an', 'interview', 'after', 'messi', 'won', 'ballondor', '2015', '', 'search', 'it', 'up', 'clown', '']","[('Neymaravi', 'NNP'), ('MirZafa03675509', 'NNP'), ('Dsummerss', 'NNP'), ('PSGhub', 'NNP'), ('RMCsport', 'NNP'), ('He', 'PRP'), ('literally', 'RB'), ('said', 'VBD'), ('it', 'PRP'), ('in', 'IN'), ('an', 'DT'), ('interview', 'NN'), ('after', 'IN'), ('messi', 'NN'), ('won', 'VBD'), ('ballondor', 'NN'), ('2015', 'CD'), ('', 'IN'), ('search', 'NN'), ('it', 'PRP'), ('up', 'RP'), ('clown', 'JJ'), ('', 'NN')]"
70,And that's why our Goat Leo Messi will win Ballon d'Or https://t.co/KmG0KaENyf,"['And', 'thats', 'why', 'our', 'Goat', 'Leo', 'Messi', 'will', 'win', 'Ballon', 'dOr', '']","[('And', 'CC'), ('thats', 'NNS'), ('why', 'WRB'), ('our', 'PRP$'), ('Goat', 'NN'), ('Leo', 'NNP'), ('Messi', 'NNP'), ('will', 'MD'), ('win', 'VB'), ('Ballon', 'NNP'), ('dOr', 'NN'), ('', 'NN')]"
71,PDP chieftain blasts Kaduna Government over bandits’ attack despite shutdown of mobile network - https://t.co/Buidzk2G7x #News #kaduna #PDP#BBnaija #Messi #Wizkid #Davido,"['PDP', 'chieftain', 'blasts', 'Kaduna', 'Government', 'over', 'bandits', '', 'attack', 'despite', 'shutdown', 'of', 'mobile', 'network', '', '', 'News', 'kaduna', 'PDP', 'BBnaija', 'Messi', 'Wizkid', 'Davido']","[('PDP', 'NNP'), ('chieftain', 'NN'), ('blasts', 'NNS'), ('Kaduna', 'NNP'), ('Government', 'NNP'), ('over', 'IN'), ('bandits', 'NNS'), ('', 'VBP'), ('attack', 'RP'), ('despite', 'IN'), ('shutdown', 'NN'), ('of', 'IN'), ('mobile', 'JJ'), ('network', 'NN'), ('', 'NNP'), ('', 'NNP'), ('News', 'NNP'), ('kaduna', 'VBD'), ('PDP', 'NNP'), ('BBnaija', 'NNP'), ('Messi', 'NNP'), ('Wizkid', 'NNP'), ('Davido', 'NNP')]"
72,It's funny that the only person in football who doesn't give a single fuck about the Messi vs Ronaldo debate is Lionel Messi. https://t.co/bQ8HZHye9T,"['Its', 'funny', 'that', 'the', 'only', 'person', 'in', 'football', 'who', 'doesnt', 'give', 'a', 'single', 'fuck', 'about', 'the', 'Messi', 'vs', 'Ronaldo', 'debate', 'is', 'Lionel', 'Messi', '', '']","[('Its', 'PRP$'), ('funny', 'NN'), ('that', 'IN'), ('the', 'DT'), ('only', 'JJ'), ('person', 'NN'), ('in', 'IN'), ('football', 'NN'), ('who', 'WP'), ('doesnt', 'VBZ'), ('give', 'VBP'), ('a', 'DT'), ('single', 'JJ'), ('fuck', 'NN'), ('about', 'IN'), ('the', 'DT'), ('Messi', 'NNP'), ('vs', 'NN'), ('Ronaldo', 'NNP'), ('debate', 'NN'), ('is', 'VBZ'), ('Lionel', 'NNP'), ('Messi', 'NNP'), ('', 'NNP'), ('', 'NN')]"
73,Watching Barcelona nowadays makes you appreciate Messi more…,"['Watching', 'Barcelona', 'nowadays', 'makes', 'you', 'appreciate', 'Messi', 'more', '']","[('Watching', 'VBG'), ('Barcelona', 'NNP'), ('nowadays', 'NNS'), ('makes', 'VBZ'), ('you', 'PRP'), ('appreciate', 'VB'), ('Messi', 'NNP'), ('more', 'JJR'), ('', 'NN')]"
74,"Lionel Messi will Miss Match against Lepzeig !!!
Via 🏅 @SaberDesfa","['Lionel', 'Messi', 'will', 'Miss', 'Match', 'against', 'Lepzeig', '', '', '', 'Via', '', 'SaberDesfa']","[('Lionel', 'NNP'), ('Messi', 'NNP'), ('will', 'MD'), ('Miss', 'NNP'), ('Match', 'NNP'), ('against', 'IN'), ('Lepzeig', 'NNP'), ('', 'NNP'), ('', 'NNP'), ('', 'NNP'), ('Via', 'NNP'), ('', 'NNP'), ('SaberDesfa', 'NNP')]"
75,"@TotalMessi10i @Schule7i @goal @FCBarcelona @TeamMessi Better than 5 bottle jobs and ghosting. Messi also has 0 KOs goals in WC, same with Ronaldo. Not to mention Messi plays much easier teams in a KOs phase of Copa america than Ronaldo would do at an Euros tournament or even nations league","['TotalMessi10i', 'Schule7i', 'goal', 'FCBarcelona', 'TeamMessi', 'Better', 'than', '5', 'bottle', 'jobs', 'and', 'ghosting', '', 'Messi', 'also', 'has', '0', 'KOs', 'goals', 'in', 'WC', '', 'same', 'with', 'Ronaldo', '', 'Not', 'to', 'mention', 'Messi', 'plays', 'much', 'easier', 'teams', 'in', 'a', 'KOs', 'phase', 'of', 'Copa', 'america', 'than', 'Ronaldo', 'would', 'do', 'at', 'an', 'Euros', 'tournament', 'or', 'even', 'nations', 'league']","[('TotalMessi10i', 'NNP'), ('Schule7i', 'NNP'), ('goal', 'NN'), ('FCBarcelona', 'NNP'), ('TeamMessi', 'NNP'), ('Better', 'NNP'), ('than', 'IN'), ('5', 'CD'), ('bottle', 'NN'), ('jobs', 'NNS'), ('and', 'CC'), ('ghosting', 'VBG'), ('', 'NNP'), ('Messi', 'NNP'), ('also', 'RB'), ('has', 'VBZ'), ('0', 'CD'), ('KOs', 'NNP'), ('goals', 'NNS'), ('in', 'IN'), ('WC', 'NNP'), ('', 'NNP'), ('same', 'JJ'), ('with', 'IN'), ('Ronaldo', 'NNP'), ('', 'NNP'), ('Not', 'RB'), ('to', 'TO'), ('mention', 'VB'), ('Messi', 'NNP'), ('plays', 'NNS'), ('much', 'RB'), ('easier', 'JJR'), ('teams', 'NNS'), ('in', 'IN'), ('a', 'DT'), ('KOs', 'NNP'), ('phase', 'NN'), ('of', 'IN'), ('Copa', 'NNP'), ('america', 'NN'), ('than', 'IN'), ('Ronaldo', 'NNP'), ('would', 'MD'), ('do', 'VB'), ('at', 'IN'), ('an', 'DT'), ('Euros', 'NNP'), ('tournament', 'NN'), ('or', 'CC'), ('even', 'RB'), ('nations', 'NNS'), ('league', 'VBP')]"
76,@chukutin I think i see messi,"['chukutin', 'I', 'think', 'i', 'see', 'messi']","[('chukutin', 'NN'), ('I', 'PRP'), ('think', 'VBP'), ('i', 'JJ'), ('see', 'VBP'), ('messi', 'NN')]"
77,"@Leslley20 nahh im just trolling, i like messi😭 messi needs some rest tho","['Leslley20', 'nahh', 'im', 'just', 'trolling', '', 'i', 'like', 'messi', '', 'messi', 'needs', 'some', 'rest', 'tho']","[('Leslley20', 'NNP'), ('nahh', 'CC'), ('im', 'NN'), ('just', 'RB'), ('trolling', 'VBG'), ('', 'JJ'), ('i', 'NNS'), ('like', 'IN'), ('messi', 'NN'), ('', 'NNP'), ('messi', 'NN'), ('needs', 'VBZ'), ('some', 'DT'), ('rest', 'NN'), ('tho', 'NN')]"
78,@Drwhales_ I think Messi owns that record.,"['Drwhales', 'I', 'think', 'Messi', 'owns', 'that', 'record', '']","[('Drwhales', 'NNS'), ('I', 'PRP'), ('think', 'VBP'), ('Messi', 'NNP'), ('owns', 'VBZ'), ('that', 'IN'), ('record', 'NN'), ('', 'NN')]"
79,@dreadblackpill @EliGE @Twistzz Elige is good but I think s1mple is a better comparison to messi,"['dreadblackpill', 'EliGE', 'Twistzz', 'Elige', 'is', 'good', 'but', 'I', 'think', 's1mple', 'is', 'a', 'better', 'comparison', 'to', 'messi']","[('dreadblackpill', 'NN'), ('EliGE', 'NNP'), ('Twistzz', 'NNP'), ('Elige', 'NNP'), ('is', 'VBZ'), ('good', 'JJ'), ('but', 'CC'), ('I', 'PRP'), ('think', 'VBP'), ('s1mple', 'JJ'), ('is', 'VBZ'), ('a', 'DT'), ('better', 'JJR'), ('comparison', 'NN'), ('to', 'TO'), ('messi', 'VB')]"
80,"Poor him. 
Didn't watch Juve because the situation of Juve right now. 

Just like me, i don't watch Barca anymore since Messi left.
😓","['Poor', 'him', '', 'Didnt', 'watch', 'Juve', 'because', 'the', 'situation', 'of', 'Juve', 'right', 'now', '', 'Just', 'like', 'me', '', 'i', 'dont', 'watch', 'Barca', 'anymore', 'since', 'Messi', 'left', '', '']","[('Poor', 'NNP'), ('him', 'PRP'), ('', 'NNP'), ('Didnt', 'NNP'), ('watch', 'NN'), ('Juve', 'NNP'), ('because', 'IN'), ('the', 'DT'), ('situation', 'NN'), ('of', 'IN'), ('Juve', 'NNP'), ('right', 'NN'), ('now', 'RB'), ('', 'VBZ'), ('Just', 'NNP'), ('like', 'IN'), ('me', 'PRP'), ('', 'VBP'), ('i', 'JJ'), ('dont', 'VBP'), ('watch', 'NN'), ('Barca', 'NNP'), ('anymore', 'RB'), ('since', 'IN'), ('Messi', 'NNP'), ('left', 'VBD'), ('', 'RP'), ('', 'NN')]"
81,My celebration was pure relief – Rashford hits back at Owen - EPL - https://t.co/pezJkaHzg8 #Sport #EPL #Owen #rashford#BBnaija #Messi #Wizkid #Davido,"['My', 'celebration', 'was', 'pure', 'relief', '', 'Rashford', 'hits', 'back', 'at', 'Owen', '', 'EPL', '', '', 'Sport', 'EPL', 'Owen', 'rashford', 'BBnaija', 'Messi', 'Wizkid', 'Davido']","[('My', 'PRP$'), ('celebration', 'NN'), ('was', 'VBD'), ('pure', 'JJ'), ('relief', 'NN'), ('', 'NNP'), ('Rashford', 'NNP'), ('hits', 'VBZ'), ('back', 'RB'), ('at', 'IN'), ('Owen', 'NNP'), ('', 'NNP'), ('EPL', 'NNP'), ('', 'NNP'), ('', 'NNP'), ('Sport', 'NNP'), ('EPL', 'NNP'), ('Owen', 'NNP'), ('rashford', 'NN'), ('BBnaija', 'NNP'), ('Messi', 'NNP'), ('Wizkid', 'NNP'), ('Davido', 'NNP')]"
82,"@KiranUTD ye ik, i said messi has a better game ratio in finals than he does against eibar (nothing to do with ronaldo)","['KiranUTD', 'ye', 'ik', '', 'i', 'said', 'messi', 'has', 'a', 'better', 'game', 'ratio', 'in', 'finals', 'than', 'he', 'does', 'against', 'eibar', '', 'nothing', 'to', 'do', 'with', 'ronaldo', '']","[('KiranUTD', 'NNP'), ('ye', 'PRP'), ('ik', 'VBP'), ('', 'JJ'), ('i', 'NN'), ('said', 'VBD'), ('messi', 'NN'), ('has', 'VBZ'), ('a', 'DT'), ('better', 'JJR'), ('game', 'NN'), ('ratio', 'NN'), ('in', 'IN'), ('finals', 'NNS'), ('than', 'IN'), ('he', 'PRP'), ('does', 'VBZ'), ('against', 'IN'), ('eibar', 'NN'), ('', 'NN'), ('nothing', 'NN'), ('to', 'TO'), ('do', 'VB'), ('with', 'IN'), ('ronaldo', 'NN'), ('', 'NN')]"
83,@LionelFutbol @breathMessi21 Messi has seperate account coz it is created for watching messi killing players,"['LionelFutbol', 'breathMessi21', 'Messi', 'has', 'seperate', 'account', 'coz', 'it', 'is', 'created', 'for', 'watching', 'messi', 'killing', 'players']","[('LionelFutbol', 'NNP'), ('breathMessi21', 'NN'), ('Messi', 'NNP'), ('has', 'VBZ'), ('seperate', 'NN'), ('account', 'NN'), ('coz', 'NN'), ('it', 'PRP'), ('is', 'VBZ'), ('created', 'VBN'), ('for', 'IN'), ('watching', 'VBG'), ('messi', 'JJ'), ('killing', 'NN'), ('players', 'NNS')]"
84,"yhu dj uvele wanala run ka messi 2012 wadlala oo adiwele no ban ban, everyone had their hands in the air, singing along, thixo😭🔥 https://t.co/fWy9zxrEPv","['yhu', 'dj', 'uvele', 'wanala', 'run', 'ka', 'messi', '2012', 'wadlala', 'oo', 'adiwele', 'no', 'ban', 'ban', '', 'everyone', 'had', 'their', 'hands', 'in', 'the', 'air', '', 'singing', 'along', '', 'thixo', '', '', '']","[('yhu', 'NN'), ('dj', 'NN'), ('uvele', 'JJ'), ('wanala', 'NN'), ('run', 'VB'), ('ka', 'CD'), ('messi', 'NN'), ('2012', 'CD'), ('wadlala', 'NN'), ('oo', 'MD'), ('adiwele', 'VB'), ('no', 'DT'), ('ban', 'NN'), ('ban', 'NN'), ('', 'NNP'), ('everyone', 'NN'), ('had', 'VBD'), ('their', 'PRP$'), ('hands', 'NNS'), ('in', 'IN'), ('the', 'DT'), ('air', 'NN'), ('', 'VBZ'), ('singing', 'VBG'), ('along', 'RB'), ('', 'JJ'), ('thixo', 'NN'), ('', 'NNP'), ('', 'NNP'), ('', 'NN')]"
85,"@bagofnuts_ @ERNESTHDGAMERX I wonder what Ernest problem is😭
He was literally 2nd best in everything behind Messi","['bagofnuts', 'ERNESTHDGAMERX', 'I', 'wonder', 'what', 'Ernest', 'problem', 'is', '', 'He', 'was', 'literally', '2nd', 'best', 'in', 'everything', 'behind', 'Messi']","[('bagofnuts', 'NNS'), ('ERNESTHDGAMERX', 'NNP'), ('I', 'PRP'), ('wonder', 'VBP'), ('what', 'WP'), ('Ernest', 'NNP'), ('problem', 'NN'), ('is', 'VBZ'), ('', 'RB'), ('He', 'PRP'), ('was', 'VBD'), ('literally', 'RB'), ('2nd', 'CD'), ('best', 'JJS'), ('in', 'IN'), ('everything', 'NN'), ('behind', 'IN'), ('Messi', 'NNP')]"
86,"Word on the street that messi hated pique and pooch, cut off their balls and throw them in shark infested water","['Word', 'on', 'the', 'street', 'that', 'messi', 'hated', 'pique', 'and', 'pooch', '', 'cut', 'off', 'their', 'balls', 'and', 'throw', 'them', 'in', 'shark', 'infested', 'water']","[('Word', 'NNP'), ('on', 'IN'), ('the', 'DT'), ('street', 'NN'), ('that', 'IN'), ('messi', 'NN'), ('hated', 'VBD'), ('pique', 'NN'), ('and', 'CC'), ('pooch', 'NN'), ('', 'NNS'), ('cut', 'VBD'), ('off', 'RP'), ('their', 'PRP$'), ('balls', 'NNS'), ('and', 'CC'), ('throw', 'VB'), ('them', 'PRP'), ('in', 'IN'), ('shark', 'NN'), ('infested', 'JJ'), ('water', 'NN')]"
87,"Ortom reacts to PDP convention, insists party will rescue Nigeria, restore unity - 2023 - https://t.co/GN60vWhEmf #Politics #2023 #ortom #PDP#BBnaija #Messi #Wizkid #Davido","['Ortom', 'reacts', 'to', 'PDP', 'convention', '', 'insists', 'party', 'will', 'rescue', 'Nigeria', '', 'restore', 'unity', '', '2023', '', '', 'Politics', '2023', 'ortom', 'PDP', 'BBnaija', 'Messi', 'Wizkid', 'Davido']","[('Ortom', 'NNP'), ('reacts', 'VBZ'), ('to', 'TO'), ('PDP', 'NNP'), ('convention', 'NN'), ('', 'NNP'), ('insists', 'VBZ'), ('party', 'NN'), ('will', 'MD'), ('rescue', 'VB'), ('Nigeria', 'NNP'), ('', 'NNP'), ('restore', 'VBP'), ('unity', 'NN'), ('', 'NN'), ('2023', 'CD'), ('', 'NNP'), ('', 'NNP'), ('Politics', 'NNP'), ('2023', 'CD'), ('ortom', 'NN'), ('PDP', 'NNP'), ('BBnaija', 'NNP'), ('Messi', 'NNP'), ('Wizkid', 'NNP'), ('Davido', 'NNP')]"
88,"Lionel Messi says thought of retiring after next year’s FIFA World Cup has not crossed his mind-Sports News , Firstpost https://t.co/W5aAF0bRWV","['Lionel', 'Messi', 'says', 'thought', 'of', 'retiring', 'after', 'next', 'year', '', 's', 'FIFA', 'World', 'Cup', 'has', 'not', 'crossed', 'his', 'mindSports', 'News', '', 'Firstpost', '']","[('Lionel', 'NNP'), ('Messi', 'NNP'), ('says', 'VBZ'), ('thought', 'NN'), ('of', 'IN'), ('retiring', 'VBG'), ('after', 'IN'), ('next', 'JJ'), ('year', 'NN'), ('', 'NN'), ('s', 'NN'), ('FIFA', 'NNP'), ('World', 'NNP'), ('Cup', 'NNP'), ('has', 'VBZ'), ('not', 'RB'), ('crossed', 'VBN'), ('his', 'PRP$'), ('mindSports', 'NNS'), ('News', 'NNP'), ('', 'VBZ'), ('Firstpost', 'NNP'), ('', 'NN')]"
89,"@Drwhales_ Naa, Messi has more GS goals i think.","['Drwhales', 'Naa', '', 'Messi', 'has', 'more', 'GS', 'goals', 'i', 'think', '']","[('Drwhales', 'NNS'), ('Naa', 'NNP'), ('', 'NNP'), ('Messi', 'NNP'), ('has', 'VBZ'), ('more', 'JJR'), ('GS', 'NNP'), ('goals', 'NNS'), ('i', 'VBP'), ('think', 'VBP'), ('', 'NNS')]"
90,@tylerguinness @ESPNFC Sometimes things are worth more than you can afford. They did this to themselves through very poor management. Messi is arguably the greatest soccer player ever he was worth every penny. It’s not his fault that Barcelona could not figure out their finances.,"['tylerguinness', 'ESPNFC', 'Sometimes', 'things', 'are', 'worth', 'more', 'than', 'you', 'can', 'afford', '', 'They', 'did', 'this', 'to', 'themselves', 'through', 'very', 'poor', 'management', '', 'Messi', 'is', 'arguably', 'the', 'greatest', 'soccer', 'player', 'ever', 'he', 'was', 'worth', 'every', 'penny', '', 'It', '', 's', 'not', 'his', 'fault', 'that', 'Barcelona', 'could', 'not', 'figure', 'out', 'their', 'finances', '']","[('tylerguinness', 'NN'), ('ESPNFC', 'NNP'), ('Sometimes', 'NNP'), ('things', 'NNS'), ('are', 'VBP'), ('worth', 'IN'), ('more', 'JJR'), ('than', 'IN'), ('you', 'PRP'), ('can', 'MD'), ('afford', 'VB'), ('', 'IN'), ('They', 'PRP'), ('did', 'VBD'), ('this', 'DT'), ('to', 'TO'), ('themselves', 'PRP'), ('through', 'IN'), ('very', 'RB'), ('poor', 'JJ'), ('management', 'NN'), ('', 'NNP'), ('Messi', 'NNP'), ('is', 'VBZ'), ('arguably', 'RB'), ('the', 'DT'), ('greatest', 'JJS'), ('soccer', 'NN'), ('player', 'NN'), ('ever', 'RB'), ('he', 'PRP'), ('was', 'VBD'), ('worth', 'JJ'), ('every', 'DT'), ('penny', 'NN'), ('', 'VBZ'), ('It', 'PRP'), ('', 'NNP'), ('s', 'VBZ'), ('not', 'RB'), ('his', 'PRP$'), ('fault', 'NN'), ('that', 'IN'), ('Barcelona', 'NNP'), ('could', 'MD'), ('not', 'RB'), ('figure', 'VB'), ('out', 'RP'), ('their', 'PRP$'), ('finances', 'NNS'), ('', 'VBP')]"
91,@Castro1021 and got untradeable messi too yesterday :) https://t.co/zafk80lAfW,"['Castro1021', 'and', 'got', 'untradeable', 'messi', 'too', 'yesterday', '', '']","[('Castro1021', 'NNP'), ('and', 'CC'), ('got', 'VBD'), ('untradeable', 'JJ'), ('messi', 'NN'), ('too', 'RB'), ('yesterday', 'NN'), ('', 'VBD'), ('', 'NNS')]"
92,Many trapped as 21-storey building collapses in Lagos - https://t.co/18tyqvY8L4 #Nigerian News #breaking #collapsebuilding #lagos#BBnaija #Messi #Wizkid #Davido,"['Many', 'trapped', 'as', '21', '', 'storey', 'building', 'collapses', 'in', 'Lagos', '', '', 'Nigerian', 'News', 'breaking', 'collapsebuilding', 'lagos', 'BBnaija', 'Messi', 'Wizkid', 'Davido']","[('Many', 'JJ'), ('trapped', 'VBD'), ('as', 'IN'), ('21', 'CD'), ('', 'NN'), ('storey', 'NN'), ('building', 'NN'), ('collapses', 'NNS'), ('in', 'IN'), ('Lagos', 'NNP'), ('', 'NNP'), ('', 'NNP'), ('Nigerian', 'NNP'), ('News', 'NNP'), ('breaking', 'VBG'), ('collapsebuilding', 'VBG'), ('lagos', 'JJ'), ('BBnaija', 'NNP'), ('Messi', 'NNP'), ('Wizkid', 'NNP'), ('Davido', 'NNP')]"
93,"🔴🔵 Lionel Messi is forfeited for the game against Leipzig. #RBLPSG #UCL 

@SaberDesfa 

https://t.co/ZSFlvm1NtD","['', '', 'Lionel', 'Messi', 'is', 'forfeited', 'for', 'the', 'game', 'against', 'Leipzig', '', 'RBLPSG', 'UCL', 'SaberDesfa', '']","[('', 'JJ'), ('', 'NNP'), ('Lionel', 'NNP'), ('Messi', 'NNP'), ('is', 'VBZ'), ('forfeited', 'VBN'), ('for', 'IN'), ('the', 'DT'), ('game', 'NN'), ('against', 'IN'), ('Leipzig', 'NNP'), ('', 'NNP'), ('RBLPSG', 'NNP'), ('UCL', 'NNP'), ('SaberDesfa', 'NNP'), ('', 'NN')]"
94,"Shah Rukh Khan was the first Indian who became the Ambassador of the INTERPOL.

In 2014 , SRK joined the club of International Celebrities who have been the ambassador for the campaign which include Hollywood actor Jackie Chan &amp; footballer Lionel Messi

 #HappyBirthdaySRK","['Shah', 'Rukh', 'Khan', 'was', 'the', 'first', 'Indian', 'who', 'became', 'the', 'Ambassador', 'of', 'the', 'INTERPOL', '', 'In', '2014', '', 'SRK', 'joined', 'the', 'club', 'of', 'International', 'Celebrities', 'who', 'have', 'been', 'the', 'ambassador', 'for', 'the', 'campaign', 'which', 'include', 'Hollywood', 'actor', 'Jackie', 'Chan', '', 'footballer', 'Lionel', 'Messi', 'HappyBirthdaySRK']","[('Shah', 'NNP'), ('Rukh', 'NNP'), ('Khan', 'NNP'), ('was', 'VBD'), ('the', 'DT'), ('first', 'JJ'), ('Indian', 'JJ'), ('who', 'WP'), ('became', 'VBD'), ('the', 'DT'), ('Ambassador', 'NNP'), ('of', 'IN'), ('the', 'DT'), ('INTERPOL', 'NNP'), ('', 'NN'), ('In', 'IN'), ('2014', 'CD'), ('', 'NN'), ('SRK', 'NNP'), ('joined', 'VBD'), ('the', 'DT'), ('club', 'NN'), ('of', 'IN'), ('International', 'NNP'), ('Celebrities', 'NNPS'), ('who', 'WP'), ('have', 'VBP'), ('been', 'VBN'), ('the', 'DT'), ('ambassador', 'NN'), ('for', 'IN'), ('the', 'DT'), ('campaign', 'NN'), ('which', 'WDT'), ('include', 'VBP'), ('Hollywood', 'NNP'), ('actor', 'NN'), ('Jackie', 'NNP'), ('Chan', 'NNP'), ('', 'NNP'), ('footballer', 'NN'), ('Lionel', 'NNP'), ('Messi', 'NNP'), ('HappyBirthdaySRK', 'NNP')]"
95,Messi is down bad in Ligue 1😂🤣 https://t.co/OGeRsO4aqL,"['Messi', 'is', 'down', 'bad', 'in', 'Ligue', '1', '', '', '']","[('Messi', 'NNP'), ('is', 'VBZ'), ('down', 'RB'), ('bad', 'JJ'), ('in', 'IN'), ('Ligue', 'NNP'), ('1', 'CD'), ('', 'NNP'), ('', 'NNP'), ('', 'NN')]"
96,how do people still defend him? he tried his best to make messi look bad in this situation https://t.co/pRpxs8eP43,"['how', 'do', 'people', 'still', 'defend', 'him', '', 'he', 'tried', 'his', 'best', 'to', 'make', 'messi', 'look', 'bad', 'in', 'this', 'situation', '']","[('how', 'WRB'), ('do', 'JJ'), ('people', 'NNS'), ('still', 'RB'), ('defend', 'VBP'), ('him', 'PRP'), ('', 'VB'), ('he', 'PRP'), ('tried', 'VBD'), ('his', 'PRP$'), ('best', 'JJS'), ('to', 'TO'), ('make', 'VB'), ('messi', 'JJ'), ('look', 'NN'), ('bad', 'JJ'), ('in', 'IN'), ('this', 'DT'), ('situation', 'NN'), ('', 'NN')]"
97,@messi_ greatest player of all time ed @shayaanfcb I’m not a girl b0zo,"['messi', 'greatest', 'player', 'of', 'all', 'time', 'ed', 'shayaanfcb', 'I', '', 'm', 'not', 'a', 'girl', 'b0zo']","[('messi', 'NN'), ('greatest', 'JJS'), ('player', 'NN'), ('of', 'IN'), ('all', 'DT'), ('time', 'NN'), ('ed', 'JJ'), ('shayaanfcb', 'NN'), ('I', 'PRP'), ('', 'VBP'), ('m', 'RB'), ('not', 'RB'), ('a', 'DT'), ('girl', 'NN'), ('b0zo', 'NN')]"
98,@obiatw3 @idoknowball Argentina played those finals because of Messi. You'd know if u actually watch football. And u think they would even get out of group stages without him? Lmao,"['obiatw3', 'idoknowball', 'Argentina', 'played', 'those', 'finals', 'because', 'of', 'Messi', '', 'Youd', 'know', 'if', 'u', 'actually', 'watch', 'football', '', 'And', 'u', 'think', 'they', 'would', 'even', 'get', 'out', 'of', 'group', 'stages', 'without', 'him', '', 'Lmao']","[('obiatw3', 'RB'), ('idoknowball', 'JJ'), ('Argentina', 'NNP'), ('played', 'VBD'), ('those', 'DT'), ('finals', 'NNS'), ('because', 'IN'), ('of', 'IN'), ('Messi', 'NNP'), ('', 'NNP'), ('Youd', 'NNP'), ('know', 'VBP'), ('if', 'IN'), ('u', 'JJ'), ('actually', 'RB'), ('watch', 'VBP'), ('football', 'NN'), ('', 'NN'), ('And', 'CC'), ('u', 'JJ'), ('think', 'NN'), ('they', 'PRP'), ('would', 'MD'), ('even', 'RB'), ('get', 'VB'), ('out', 'IN'), ('of', 'IN'), ('group', 'NN'), ('stages', 'NNS'), ('without', 'IN'), ('him', 'PRP'), ('', 'VBP'), ('Lmao', 'NNP')]"
