,text,tokenized_text
785,@Messi_Lover906 Jbt h,"['MessiLover906', 'Jbt', 'h']"
786,"@tmgjj__ @Freknie I’m also a big Messi fan too but he’s been looking wash man, his Lille game is the worse I seen from him","['tmgjj', 'Freknie', 'I', '', 'm', 'also', 'a', 'big', 'Messi', 'fan', 'too', 'but', 'he', '', 's', 'been', 'looking', 'wash', 'man', '', 'his', 'Lille', 'game', 'is', 'the', 'worse', 'I', 'seen', 'from', 'him']"
787,"Immediately prior to last week's fake Ballon d'Or leaks (and after voting had closed), betting $100 on Messi to win it would have profited $35 while betting $100 on Lewandowski to win it would have profited $500.

By far the favorite.","['Immediately', 'prior', 'to', 'last', 'weeks', 'fake', 'Ballon', 'dOr', 'leaks', '', 'and', 'after', 'voting', 'had', 'closed', '', '', 'betting', '', '100', 'on', 'Messi', 'to', 'win', 'it', 'would', 'have', 'profited', '', '35', 'while', 'betting', '', '100', 'on', 'Lewandowski', 'to', 'win', 'it', 'would', 'have', 'profited', '', '500', '', 'By', 'far', 'the', 'favorite', '']"
788,"@lmfootbalI Lionel Messi in 2021:

✅ 49 games
✅ 40 goals
✅ 14 assists
✅ 27 MOTM awards
✅ La Liga top scorer
✅ Copa America top scorer, Player of the Tournament and winner

If any other player had these stats then they would win the Ballon d'Or without debate. Give him his #7 🏆 #LM7 https://t.co/neT2yoDqHU","['lmfootbalI', 'Lionel', 'Messi', 'in', '2021', '', '', '49', 'games', '', '40', 'goals', '', '14', 'assists', '', '27', 'MOTM', 'awards', '', 'La', 'Liga', 'top', 'scorer', '', 'Copa', 'America', 'top', 'scorer', '', 'Player', 'of', 'the', 'Tournament', 'and', 'winner', 'If', 'any', 'other', 'player', 'had', 'these', 'stats', 'then', 'they', 'would', 'win', 'the', 'Ballon', 'dOr', 'without', 'debate', '', 'Give', 'him', 'his', '', '7', '', 'LM7', '']"
789,"@goal finally got a way to grab that daily ""Messi PR"" campaign money.
Shameless is an understatement. https://t.co/34thVnull2","['goal', 'finally', 'got', 'a', 'way', 'to', 'grab', 'that', 'daily', '', 'Messi', 'PR', '', 'campaign', 'money', '', 'Shameless', 'is', 'an', 'understatement', '', '']"
790,@johnnyfc11 @amitrmfc Not my vid+ it’s scrolling threw every tweet with the word Messi so it’s not that long,"['johnnyfc11', 'amitrmfc', 'Not', 'my', 'vid', '', 'it', '', 's', 'scrolling', 'threw', 'every', 'tweet', 'with', 'the', 'word', 'Messi', 'so', 'it', '', 's', 'not', 'that', 'long']"
791,@MischiefRonnie @BlancoLottin Lewandowski didn't score bangers....messi will win the ballon d'or,"['MischiefRonnie', 'BlancoLottin', 'Lewandowski', 'didnt', 'score', 'bangers', '', 'messi', 'will', 'win', 'the', 'ballon', 'dor']"
792,@xOluwaseyi All these rushing players to start when there are capable hands makes them comfortable. Except you are Messi.,"['xOluwaseyi', 'All', 'these', 'rushing', 'players', 'to', 'start', 'when', 'there', 'are', 'capable', 'hands', 'makes', 'them', 'comfortable', '', 'Except', 'you', 'are', 'Messi', '']"
793,"Ass and boobs be like Ronaldo and Messi, Every time one Dey impress me 😂🤩❤️","['Ass', 'and', 'boobs', 'be', 'like', 'Ronaldo', 'and', 'Messi', '', 'Every', 'time', 'one', 'Dey', 'impress', 'me', '', '', '', '️']"
794,"@childishdrglord @JosipFCB93 Im sure alba and busi were there because of the jokes alba said to messi asking why he invited Ibai, as he is a Madridista. 😅","['childishdrglord', 'JosipFCB93', 'Im', 'sure', 'alba', 'and', 'busi', 'were', 'there', 'because', 'of', 'the', 'jokes', 'alba', 'said', 'to', 'messi', 'asking', 'why', 'he', 'invited', 'Ibai', '', 'as', 'he', 'is', 'a', 'Madridista', '', '']"
795,"@GuillemBalague That is the way to talk, with the truth, obviously is Messi, a champion !! Or not my dear Guillem!👍🏼🥰","['GuillemBalague', 'That', 'is', 'the', 'way', 'to', 'talk', '', 'with', 'the', 'truth', '', 'obviously', 'is', 'Messi', '', 'a', 'champion', '', '', 'Or', 'not', 'my', 'dear', 'Guillem', '', '', '', '']"
796,LOOOOOOOOOOOL MESSI WOULD HAVE SUFFERED IN THE PL. THE EVIDENCE IS RIGHT HERE.  NOT MY  greatest player of all time  THOUGH. https://t.co/gziCmKmowY,"['LOOOOOOOOOOOL', 'MESSI', 'WOULD', 'HAVE', 'SUFFERED', 'IN', 'THE', 'PL', '', 'THE', 'EVIDENCE', 'IS', 'RIGHT', 'HERE', '', 'NOT', 'MY', 'greatest', 'player', 'of', 'all', 'time', 'THOUGH', '', '']"
797,@imprajjwal1411 @HaalandxCR7 @_CombatMedic_ @cr7raprhymes Agh ignore the last line! Nd penaldo wasn’t even mvp! Out in round of 16 while messi nd neymar both were awarded! MOT.,"['imprajjwal1411', 'HaalandxCR7', 'CombatMedic', 'cr7raprhymes', 'Agh', 'ignore', 'the', 'last', 'line', '', 'Nd', 'penaldo', 'wasn', '', 't', 'even', 'mvp', '', 'Out', 'in', 'round', 'of', '16', 'while', 'messi', 'nd', 'neymar', 'both', 'were', 'awarded', '', 'MOT', '']"
798,@AnkurMessi_ @pranav_stats There's no way Messi gets a higher dribbles P90 ratio than Neymar,"['AnkurMessi', 'pranavstats', 'Theres', 'no', 'way', 'Messi', 'gets', 'a', 'higher', 'dribbles', 'P90', 'ratio', 'than', 'Neymar']"
799,"@Footballogue Briand: 2 buts 
Messi:","['Footballogue', 'Briand', '', '2', 'buts', 'Messi', '']"
800,"@burntskul Shocker looool, messi hated riqui","['burntskul', 'Shocker', 'looool', '', 'messi', 'hated', 'riqui']"
801,"@EdwinJacob_11 @Nightmonkey828 @PSGhub @PSG_English Messi ain't doing that yall gotta remember messi either gets his way or he does jack shit that's why zlatan left Barca unless he's willing to sacrifice his free role psg ain't winning shit, I guess u can make di Maria a second ten cause he plays nothing like neymar and messi.","['EdwinJacob11', 'Nightmonkey828', 'PSGhub', 'PSGEnglish', 'Messi', 'aint', 'doing', 'that', 'yall', 'gotta', 'remember', 'messi', 'either', 'gets', 'his', 'way', 'or', 'he', 'does', 'jack', 'shit', 'thats', 'why', 'zlatan', 'left', 'Barca', 'unless', 'hes', 'willing', 'to', 'sacrifice', 'his', 'free', 'role', 'psg', 'aint', 'winning', 'shit', '', 'I', 'guess', 'u', 'can', 'make', 'di', 'Maria', 'a', 'second', 'ten', 'cause', 'he', 'plays', 'nothing', 'like', 'neymar', 'and', 'messi', '']"
802,@deepakomyogi @BarcaTimes @tjuanmarti he signed with a release clause. Barto showed him the clause amount and messi gave up.,"['deepakomyogi', 'BarcaTimes', 'tjuanmarti', 'he', 'signed', 'with', 'a', 'release', 'clause', '', 'Barto', 'showed', 'him', 'the', 'clause', 'amount', 'and', 'messi', 'gave', 'up', '']"
803,"@goal @FCBarcelona @TeamMessi Lionel Messi in 2021:

✅ 49 games
✅ 40 goals
✅ 14 assists
✅ 27 MOTM awards
✅ La Liga top scorer
✅ Copa America top scorer, Player of the Tournament and winner

If any other player had these stats then they would win the Ballon d'Or without debate. Give him his #7 🏆 #LM7 https://t.co/3PuU1uB4c9","['goal', 'FCBarcelona', 'TeamMessi', 'Lionel', 'Messi', 'in', '2021', '', '', '49', 'games', '', '40', 'goals', '', '14', 'assists', '', '27', 'MOTM', 'awards', '', 'La', 'Liga', 'top', 'scorer', '', 'Copa', 'America', 'top', 'scorer', '', 'Player', 'of', 'the', 'Tournament', 'and', 'winner', 'If', 'any', 'other', 'player', 'had', 'these', 'stats', 'then', 'they', 'would', 'win', 'the', 'Ballon', 'dOr', 'without', 'debate', '', 'Give', 'him', 'his', '', '7', '', 'LM7', '']"
804,""" Messi genuinely can't give 2 fvcks about the Ballon d'or "" https://t.co/KoIZCYeJh9 https://t.co/5fd43hQCYu","['', 'Messi', 'genuinely', 'cant', 'give', '2', 'fvcks', 'about', 'the', 'Ballon', 'dor', '', '', '']"
805,@BadBarcaOpinion Might put 50 on Messi so I’m happy no matter who wins,"['BadBarcaOpinion', 'Might', 'put', '50', 'on', 'Messi', 'so', 'I', '', 'm', 'happy', 'no', 'matter', 'who', 'wins']"
806,"Messi still speaks to Aguero, Alba and Busquets after Barca exit https://t.co/kntInsy4d3 👈👈 details on link 😉 https://t.co/HNzAC4J5Oz","['Messi', 'still', 'speaks', 'to', 'Aguero', '', 'Alba', 'and', 'Busquets', 'after', 'Barca', 'exit', '', '', '', 'details', 'on', 'link', '', '']"
807,"Messi fans are a different breed man, balls won back 😂😂😂😂 https://t.co/PMJaQMStxk https://t.co/jxMF8USMrQ","['Messi', 'fans', 'are', 'a', 'different', 'breed', 'man', '', 'balls', 'won', 'back', '', '', '', '', '']"
808,@James91656096 @DaysSinceMessi @barcacentre For messi fans,"['James91656096', 'DaysSinceMessi', 'barcacentre', 'For', 'messi', 'fans']"
809,@v2mek No wonder Messi and Ronaldo didn't attend 😂😂💔,"['v2mek', 'No', 'wonder', 'Messi', 'and', 'Ronaldo', 'didnt', 'attend', '', '', '']"
810,@KDB2021 we got completely different perceptions of messi's personality then,"['KDB2021', 'we', 'got', 'completely', 'different', 'perceptions', 'of', 'messis', 'personality', 'then']"
811,"@Kapil_the_legit @FpsKnights @tuecrf @goal @FCBarcelona @TeamMessi Messi didn't got the referee service VARdrid provided penaldo in the  UCL 2016,17 and 18.","['Kapilthelegit', 'FpsKnights', 'tuecrf', 'goal', 'FCBarcelona', 'TeamMessi', 'Messi', 'didnt', 'got', 'the', 'referee', 'service', 'VARdrid', 'provided', 'penaldo', 'in', 'the', 'UCL', '201617', 'and', '18', '']"
812,"I Have Never Been Asked To Play For Free At Barcelona, Says Lionel Messi https://t.co/vAnQU2Tp81","['I', 'Have', 'Never', 'Been', 'Asked', 'To', 'Play', 'For', 'Free', 'At', 'Barcelona', '', 'Says', 'Lionel', 'Messi', '']"
813,@Nigerianscamsss Messi is coming up against a bunch of Africans who are working to feed their families.,"['Nigerianscamsss', 'Messi', 'is', 'coming', 'up', 'against', 'a', 'bunch', 'of', 'Africans', 'who', 'are', 'working', 'to', 'feed', 'their', 'families', '']"
814,@VibeWithJake @amitrmfc You scrolled through his whole profile to 2020 that’s weird as his obsession with Messi,"['VibeWithJake', 'amitrmfc', 'You', 'scrolled', 'through', 'his', 'whole', 'profile', 'to', '2020', 'that', '', 's', 'weird', 'as', 'his', 'obsession', 'with', 'Messi']"
815,@Utd_Arnav No Messi plays for Argentina soccer club something,"['UtdArnav', 'No', 'Messi', 'plays', 'for', 'Argentina', 'soccer', 'club', 'something']"
816,"@NB_156 @Zayn_Daniel10 @twixstyy @PSGINT_ Messi's top 5 favourite opponents in terms of goals scored in competitive internationals are Ecuador, Bolivia, Uruguay, Chile, and Paraguay, who between them have an average FIFA ranking of 39.3.","['NB156', 'ZaynDaniel10', 'twixstyy', 'PSGINT', 'Messis', 'top', '5', 'favourite', 'opponents', 'in', 'terms', 'of', 'goals', 'scored', 'in', 'competitive', 'internationals', 'are', 'Ecuador', '', 'Bolivia', '', 'Uruguay', '', 'Chile', '', 'and', 'Paraguay', '', 'who', 'between', 'them', 'have', 'an', 'average', 'FIFA', 'ranking', 'of', '393', '']"
817,"Lionel Messi clearly didn’t prepare to play against Boubacar, Mamadou, Cheick and the rest of the Francophone midfielders in Ligue 1.","['Lionel', 'Messi', 'clearly', 'didn', '', 't', 'prepare', 'to', 'play', 'against', 'Boubacar', '', 'Mamadou', '', 'Cheick', 'and', 'the', 'rest', 'of', 'the', 'Francophone', 'midfielders', 'in', 'Ligue', '1', '']"
818,You simply can not hate Messi https://t.co/0EfYOYHijm,"['You', 'simply', 'can', 'not', 'hate', 'Messi', '']"
819,Ballon D’Or 2021: I’m Sick Of Messi Winning It – Evra Roots For Two Chelsea Players https://t.co/YNafY2R0Ea,"['Ballon', 'D', '', 'Or', '2021', '', 'I', '', 'm', 'Sick', 'Of', 'Messi', 'Winning', 'It', '', 'Evra', 'Roots', 'For', 'Two', 'Chelsea', 'Players', '']"
820,What imagine saying take away CR7 and Messi goals and Assists🤡🤡🤡 https://t.co/emJmwuIkE6,"['What', 'imagine', 'saying', 'take', 'away', 'CR7', 'and', 'Messi', 'goals', 'and', 'Assists', '', '', '', '']"
821,"Not including Ronaldo &amp; Messi, who are the top 5 players of this generation?","['Not', 'including', 'Ronaldo', '', 'Messi', '', 'who', 'are', 'the', 'top', '5', 'players', 'of', 'this', 'generation', '']"
822,@shane70707 @starsalki @PSGhub @sport And so Ronaldo coudlnt cope with the physicality of la Liga as he was always beaten to the Pichichi by Messi or Suarez 😂😂😂,"['shane70707', 'starsalki', 'PSGhub', 'sport', 'And', 'so', 'Ronaldo', 'coudlnt', 'cope', 'with', 'the', 'physicality', 'of', 'la', 'Liga', 'as', 'he', 'was', 'always', 'beaten', 'to', 'the', 'Pichichi', 'by', 'Messi', 'or', 'Suarez', '', '', '']"
823,"@FtblMohz @wehuku1 @YjappzCFC @Kaazz_Mufc Are you fxcking stupid that's like saying take away CR7 and Messi goals and assists, what a moron😂😭😭","['FtblMohz', 'wehuku1', 'YjappzCFC', 'KaazzMufc', 'Are', 'you', 'fxcking', 'stupid', 'thats', 'like', 'saying', 'take', 'away', 'CR7', 'and', 'Messi', 'goals', 'and', 'assists', '', 'what', 'a', 'moron', '', '', '']"
824,"@DavisPlayzz @11JRT @KyrenFC @JoseNChill @NepentheZ @MattHDGamer I honestly haven't used him but heard people think he's clunky , is that true cause ppl love messi","['DavisPlayzz', '11JRT', 'KyrenFC', 'JoseNChill', 'NepentheZ', 'MattHDGamer', 'I', 'honestly', 'havent', 'used', 'him', 'but', 'heard', 'people', 'think', 'hes', 'clunky', '', 'is', 'that', 'true', 'cause', 'ppl', 'love', 'messi']"
825,"@KDB2021 how am I hyping him up, Messi has shown a track record of not being that type of guy I seriously doubt he'd ask for the shirt.","['KDB2021', 'how', 'am', 'I', 'hyping', 'him', 'up', '', 'Messi', 'has', 'shown', 'a', 'track', 'record', 'of', 'not', 'being', 'that', 'type', 'of', 'guy', 'I', 'seriously', 'doubt', 'hed', 'ask', 'for', 'the', 'shirt', '']"
826,"Messi deserves the July d’or✅
Benzema deserves the September d’or✅
Salah deserves the october d’or✅

Lewandowski deserves the 2021 Ballon d’or🥇

Know the difference🤫 https://t.co/IKLSdmv7jM","['Messi', 'deserves', 'the', 'July', 'd', '', 'or', '', 'Benzema', 'deserves', 'the', 'September', 'd', '', 'or', '', 'Salah', 'deserves', 'the', 'october', 'd', '', 'or', '', 'Lewandowski', 'deserves', 'the', '2021', 'Ballon', 'd', '', 'or', '', 'Know', 'the', 'difference', '', '']"
827,@tonifcbarca @Utd_Arnav pigue and messi love gronk https://t.co/p16kTfsojW,"['tonifcbarca', 'UtdArnav', 'pigue', 'and', 'messi', 'love', 'gronk', '']"
828,@BradyBucGoat messi and ronaldo alone r bigger than that sport lol,"['BradyBucGoat', 'messi', 'and', 'ronaldo', 'alone', 'r', 'bigger', 'than', 'that', 'sport', 'lol']"
829,"@messilisic10 @TimelineCR7 I love Messi and admire his personality a lot but this is a real fact! He would even get slandered if he scored more goals than expected, sometimes I wonder why his hated so much but Ronaldo doesn’t and will never care about you people so…🥴","['messilisic10', 'TimelineCR7', 'I', 'love', 'Messi', 'and', 'admire', 'his', 'personality', 'a', 'lot', 'but', 'this', 'is', 'a', 'real', 'fact', '', 'He', 'would', 'even', 'get', 'slandered', 'if', 'he', 'scored', 'more', 'goals', 'than', 'expected', '', 'sometimes', 'I', 'wonder', 'why', 'his', 'hated', 'so', 'much', 'but', 'Ronaldo', 'doesn', '', 't', 'and', 'will', 'never', 'care', 'about', 'you', 'people', 'so', '', '']"
830,"@Messi_Contract Yup I'd agree on that, hopefully we can build the team in 2 seasons until then under Xavi and be in much better place financially too, a fairytale send off is all I want for my  greatest player of all time 
🤞","['MessiContract', 'Yup', 'Id', 'agree', 'on', 'that', '', 'hopefully', 'we', 'can', 'build', 'the', 'team', 'in', '2', 'seasons', 'until', 'then', 'under', 'Xavi', 'and', 'be', 'in', 'much', 'better', 'place', 'financially', 'too', '', 'a', 'fairytale', 'send', 'off', 'is', 'all', 'I', 'want', 'for', 'my', 'greatest', 'player', 'of', 'all', 'time', '']"
831,"@vj_sato Ronaldo na crazy player no fucking cap
But messi no dey play ball like human being🤌🏾","['vjsato', 'Ronaldo', 'na', 'crazy', 'player', 'no', 'fucking', 'cap', 'But', 'messi', 'no', 'dey', 'play', 'ball', 'like', 'human', 'being', '', '']"
832,"@simplisticMessi @KingsleyDwomoh4 @jones_active @BarcaWorldwide There were even reports saying that tbose deadwoods Umtiti and company were refusing to take a salary cut😭but yeah ""Messi could have done better"" 😭","['simplisticMessi', 'KingsleyDwomoh4', 'jonesactive', 'BarcaWorldwide', 'There', 'were', 'even', 'reports', 'saying', 'that', 'tbose', 'deadwoods', 'Umtiti', 'and', 'company', 'were', 'refusing', 'to', 'take', 'a', 'salary', 'cut', '', 'but', 'yeah', '', 'Messi', 'could', 'have', 'done', 'better', '', '']"
833,"Messi is  greatest player of all time   greatest player of all time ✅⚡ 
.
.
.
________ click on the link ________
https://t.co/ZQzCnJsesC
_________________________________
#ELFSQUAD #YouTubeShorts #football #messi @WeAreMessi @imessi","['Messi', 'is', 'greatest', 'player', 'of', 'all', 'time', 'greatest', 'player', 'of', 'all', 'time', '', '', '', '', 'click', 'on', 'the', 'link', '', '', '', 'ELFSQUAD', 'YouTubeShorts', 'football', 'messi', 'WeAreMessi', 'imessi']"
834,@BradyBucGoat That is pique and messi plays for Psg😭,"['BradyBucGoat', 'That', 'is', 'pique', 'and', 'messi', 'plays', 'for', 'Psg', '']"
835,Surprise surprise journalists trying to start drama we don't care bozo messi and pique are good friends. https://t.co/bTh88UVaJD,"['Surprise', 'surprise', 'journalists', 'trying', 'to', 'start', 'drama', 'we', 'dont', 'care', 'bozo', 'messi', 'and', 'pique', 'are', 'good', 'friends', '', '']"
836,Messi Fans on Twitter are almost like a disease (the bad/annoying Accounts obviously),"['Messi', 'Fans', 'on', 'Twitter', 'are', 'almost', 'like', 'a', 'disease', '', 'the', 'bad', '', 'annoying', 'Accounts', 'obviously', '']"
837,What Lionel Messi sees when he turns on the ball in midfield in Ligue 1 https://t.co/eBlOvty7RB https://t.co/oqeuDcDKqb,"['What', 'Lionel', 'Messi', 'sees', 'when', 'he', 'turns', 'on', 'the', 'ball', 'in', 'midfield', 'in', 'Ligue', '1', '', '']"
838,"Messi still keeps in touch 👇
https://t.co/zObFTi1GMU","['Messi', 'still', 'keeps', 'in', 'touch', '', '']"
839,@ESPNFC But if messi wanted to play for free he shud have also tell the board he want to play for free cos he knew how the club ws facing financially,"['ESPNFC', 'But', 'if', 'messi', 'wanted', 'to', 'play', 'for', 'free', 'he', 'shud', 'have', 'also', 'tell', 'the', 'board', 'he', 'want', 'to', 'play', 'for', 'free', 'cos', 'he', 'knew', 'how', 'the', 'club', 'ws', 'facing', 'financially']"
840,@totalBarca No messi.That's what we all want.Look at the club now.Without you it's now open to everyone.Thanks for saving us many season.We're always grateful to you and wish you come back,"['totalBarca', 'No', 'messiThat', '', 's', 'what', 'we', 'all', 'wantLook', 'at', 'the', 'club', 'nowWithout', 'you', 'its', 'now', 'open', 'to', 'everyoneThanks', 'for', 'saving', 'us', 'many', 'seasonWe', '', 're', 'always', 'grateful', 'to', 'you', 'and', 'wish', 'you', 'come', 'back']"
841,@Dexter254C @Ojonugwaaaa @premierleague It's Ronaldo fans mate. They are too much and will almost single-handedly win him any vote unless he's competing with Messi. I chose the Ramsdale save to btw,"['Dexter254C', 'Ojonugwaaaa', 'premierleague', 'Its', 'Ronaldo', 'fans', 'mate', '', 'They', 'are', 'too', 'much', 'and', 'will', 'almost', 'singlehandedly', 'win', 'him', 'any', 'vote', 'unless', 'hes', 'competing', 'with', 'Messi', '', 'I', 'chose', 'the', 'Ramsdale', 'save', 'to', 'btw']"
842,"People who defend Laporta seem to completely forget what he said. 
So, I suggest read it again
""I couldn't ask him to play free, but I kind of hope Messi would made the offer himself"" 

And please don't tell me, he didn't know what he was doing.","['People', 'who', 'defend', 'Laporta', 'seem', 'to', 'completely', 'forget', 'what', 'he', 'said', '', 'So', '', 'I', 'suggest', 'read', 'it', 'again', '', 'I', 'couldnt', 'ask', 'him', 'to', 'play', 'free', '', 'but', 'I', 'kind', 'of', 'hope', 'Messi', 'would', 'made', 'the', 'offer', 'himself', '', 'And', 'please', 'dont', 'tell', 'me', '', 'he', 'didnt', 'know', 'what', 'he', 'was', 'doing', '']"
843,@tonifcbarca No cares about Messi and his silver cup,"['tonifcbarca', 'No', 'cares', 'about', 'Messi', 'and', 'his', 'silver', 'cup']"
844,Will Messi comeback to Barca? @MagicEightBal,"['Will', 'Messi', 'comeback', 'to', 'Barca', '', 'MagicEightBal']"
845,Lionel Messi unforgettable goal | WhatsApp status | #short https://t.co/K0pMdAQQm5 via @YouTube,"['Lionel', 'Messi', 'unforgettable', 'goal', '', 'WhatsApp', 'status', '', 'short', '', 'via', 'YouTube']"
846,@FootballGypsies @BoseAlby @CrewsMat10 @starboy__16 How old are you really?? Your life must be so sad. Have your parents abandoned you?? Why are you crying under a Messi fanpage,"['FootballGypsies', 'BoseAlby', 'CrewsMat10', 'starboy16', 'How', 'old', 'are', 'you', 'really', '', '', 'Your', 'life', 'must', 'be', 'so', 'sad', '', 'Have', 'your', 'parents', 'abandoned', 'you', '', '', 'Why', 'are', 'you', 'crying', 'under', 'a', 'Messi', 'fanpage']"
847,@expert_messi @_Lindile_ @ronaldo_ greatest player of all time ___ @brfootball @FabrizioRomano He has 7 g/a this season dfkm,"['expertmessi', 'Lindile', 'ronaldo', 'greatest', 'player', 'of', 'all', 'time', '', 'brfootball', 'FabrizioRomano', 'He', 'has', '7', 'g', '', 'a', 'this', 'season', 'dfkm']"
848,"@The_WinterGuy @leo greatest player of all time ED10 @UTDMoh_ Btw, Messi has more Ballon d'ors than Man utd combined","['TheWinterGuy', 'leo', 'greatest', 'player', 'of', 'all', 'time', 'ED10', 'UTDMoh', 'Btw', '', 'Messi', 'has', 'more', 'Ballon', 'dors', 'than', 'Man', 'utd', 'combined']"
849,"@WeAreAustinTV Oh and wait, they are willing to bench Messi if he keeps up with the “Diva” attitude…","['WeAreAustinTV', 'Oh', 'and', 'wait', '', 'they', 'are', 'willing', 'to', 'bench', 'Messi', 'if', 'he', 'keeps', 'up', 'with', 'the', '', 'Diva', '', 'attitude', '']"
850,Lionel Messi Dreams Of Barcelona Return https://t.co/sxpUZ2IkAu,"['Lionel', 'Messi', 'Dreams', 'Of', 'Barcelona', 'Return', '']"
851,"@Justin83517287 @11JRT @KyrenFC @JoseNChill @NepentheZ @MattHDGamer Ronaldo is nuts this year, better than Messi on this year IMO. 

Clutched me so many games","['Justin83517287', '11JRT', 'KyrenFC', 'JoseNChill', 'NepentheZ', 'MattHDGamer', 'Ronaldo', 'is', 'nuts', 'this', 'year', '', 'better', 'than', 'Messi', 'on', 'this', 'year', 'IMO', '', 'Clutched', 'me', 'so', 'many', 'games']"
852,@infosfcb King Messi 💯,"['infosfcb', 'King', 'Messi', '']"
853,"@6BDORS I think Bayern Münich’s Robert Lewandowski, who wins many individual &amp; team awards is just as or more humble than Messi.","['6BDORS', 'I', 'think', 'Bayern', 'Münich', '', 's', 'Robert', 'Lewandowski', '', 'who', 'wins', 'many', 'individual', '', 'team', 'awards', 'is', 'just', 'as', 'or', 'more', 'humble', 'than', 'Messi', '']"
854,"Ananya Panday is the Messi of female actresses. She's the Mf'ing  greatest player of all time . No competition. Likes of Katrina Kaif,Kareena Kapoor, Priyanka Chopra are milessssssssss behind her. Sad how janhvi kapoor gets more recognition nowadays compared to her.","['Ananya', 'Panday', 'is', 'the', 'Messi', 'of', 'female', 'actresses', '', 'Shes', 'the', 'Mfing', 'greatest', 'player', 'of', 'all', 'time', '', 'No', 'competition', '', 'Likes', 'of', 'Katrina', 'Kaif', '', 'Kareena', 'Kapoor', '', 'Priyanka', 'Chopra', 'are', 'milessssssssss', 'behind', 'her', '', 'Sad', 'how', 'janhvi', 'kapoor', 'gets', 'more', 'recognition', 'nowadays', 'compared', 'to', 'her', '']"
855,@Mlangi14 @TMForever30 😂😂😂 bruh have some shame. Your favorite ran away from Laliga because Messi was dominating,"['Mlangi14', 'TMForever30', '', '', '', 'bruh', 'have', 'some', 'shame', '', 'Your', 'favorite', 'ran', 'away', 'from', 'Laliga', 'because', 'Messi', 'was', 'dominating']"
856,@k_sibi_12 @shane70707 @PSGhub @sport So you want opposition players pass the ball to Messi too? You talk like they don't even pass him the ball while 99% of Messi FC were moaning about Mbappe and Messi link up.,"['ksibi12', 'shane70707', 'PSGhub', 'sport', 'So', 'you', 'want', 'opposition', 'players', 'pass', 'the', 'ball', 'to', 'Messi', 'too', '', 'You', 'talk', 'like', 'they', 'dont', 'even', 'pass', 'him', 'the', 'ball', 'while', '99', '', 'of', 'Messi', 'FC', 'were', 'moaning', 'about', 'Mbappe', 'and', 'Messi', 'link', 'up', '']"
857,@LisLorenzo20 @TeamLeo10i @AnkurMessi_ Yes. Because messi is the god of champions league,"['LisLorenzo20', 'TeamLeo10i', 'AnkurMessi', 'Yes', '', 'Because', 'messi', 'is', 'the', 'god', 'of', 'champions', 'league']"
858,Exclusive Messi interview in Sport today. https://t.co/6dSFBeTLjH,"['Exclusive', 'Messi', 'interview', 'in', 'Sport', 'today', '', '']"
859,"@NevertakenaL @ranny_ft @goal @FCBarcelona @TeamMessi The Messi honeymoon is over. Back to reality with a bang. An ageing player on huge wages that demands a start but to get the best out of you have to set up in a certain way. Yet you often function worse as a team when he’s on the pitch. 

PSG only have themselves to blame.","['NevertakenaL', 'rannyft', 'goal', 'FCBarcelona', 'TeamMessi', 'The', 'Messi', 'honeymoon', 'is', 'over', '', 'Back', 'to', 'reality', 'with', 'a', 'bang', '', 'An', 'ageing', 'player', 'on', 'huge', 'wages', 'that', 'demands', 'a', 'start', 'but', 'to', 'get', 'the', 'best', 'out', 'of', 'you', 'have', 'to', 'set', 'up', 'in', 'a', 'certain', 'way', '', 'Yet', 'you', 'often', 'function', 'worse', 'as', 'a', 'team', 'when', 'he', '', 's', 'on', 'the', 'pitch', '', 'PSG', 'only', 'have', 'themselves', 'to', 'blame', '']"
860,"The trio of Messi, Suarez and Neymar was INSANE 🤯 https://t.co/Dj8nDqloPX","['The', 'trio', 'of', 'Messi', '', 'Suarez', 'and', 'Neymar', 'was', 'INSANE', '', '']"
861,"[GG] Well you can’t keep giving Lionel Messi shots from that sort of distance and expect to keep a clean sheet, eventually he will hit the target, he will pull one out the top drawer and put it into the top corner.","['', 'GG', '', 'Well', 'you', 'can', '', 't', 'keep', 'giving', 'Lionel', 'Messi', 'shots', 'from', 'that', 'sort', 'of', 'distance', 'and', 'expect', 'to', 'keep', 'a', 'clean', 'sheet', '', 'eventually', 'he', 'will', 'hit', 'the', 'target', '', 'he', 'will', 'pull', 'one', 'out', 'the', 'top', 'drawer', 'and', 'put', 'it', 'into', 'the', 'top', 'corner', '']"
862,"By the way, why has Barca admin been hyping up Dembele like he's going to be our next Messi. He's probably a fan more than me 😂","['By', 'the', 'way', '', 'why', 'has', 'Barca', 'admin', 'been', 'hyping', 'up', 'Dembele', 'like', 'hes', 'going', 'to', 'be', 'our', 'next', 'Messi', '', 'Hes', 'probably', 'a', 'fan', 'more', 'than', 'me', '']"
863,@PhilippeAuclair @francefootball Lional Messi,"['PhilippeAuclair', 'francefootball', 'Lional', 'Messi']"
