,text,tokenized_text
0,(☀️) Lionel Messi 🇦🇷 is OUT for the match against RB Leipzig. [@SaberDesfa] #UCL https://t.co/pWr9RuLbls,"['', '', '️', '', 'Lionel', 'Messi', '', '', 'is', 'OUT', 'for', 'the', 'match', 'against', 'RB', 'Leipzig', '', '', 'SaberDesfa', '', 'UCL', '']"
1,"@CertifiedRatio @TrollFootball Album: psg
Artist: messi

Track Listing:
1. Bottlejob adventures
2. Ghosts
3. 007 (no time to contribute)
4. Save me 
5. I'm struggling
6. Out of place
7. I was forced to leave","['CertifiedRatio', 'TrollFootball', 'Album', '', 'psg', 'Artist', '', 'messi', 'Track', 'Listing', '', '1', '', 'Bottlejob', 'adventures', '2', '', 'Ghosts', '3', '', '007', '', 'no', 'time', 'to', 'contribute', '', '4', '', 'Save', 'me', '5', '', 'Im', 'struggling', '6', '', 'Out', 'of', 'place', '7', '', 'I', 'was', 'forced', 'to', 'leave']"
2,"Messi 🗣

""I have had a long-standing relationship with Neymar, we kept talking despite not playing together. With Kylian at the beginning, it was strange because we didn't know if he was staying or leaving. Luckily we are getting to know each other more.""

[@TheChips_Futbol] https://t.co/VOANFkvh2j","['Messi', '', '', 'I', 'have', 'had', 'a', 'longstanding', 'relationship', 'with', 'Neymar', '', 'we', 'kept', 'talking', 'despite', 'not', 'playing', 'together', '', 'With', 'Kylian', 'at', 'the', 'beginning', '', 'it', 'was', 'strange', 'because', 'we', 'didnt', 'know', 'if', 'he', 'was', 'staying', 'or', 'leaving', '', 'Luckily', 'we', 'are', 'getting', 'to', 'know', 'each', 'other', 'more', '', '', '', 'TheChipsFutbol', '', '']"
3,@Barca_Buzz I expect 2012 messi lookalike nothing less,"['BarcaBuzz', 'I', 'expect', '2012', 'messi', 'lookalike', 'nothing', 'less']"
4,@PSGhub @SaberDesfa Messi haters wanna talk shit about him rn well just wait til after international break is over Messi his haters (Penaldogs) better be ready to hide in their caves!!,"['PSGhub', 'SaberDesfa', 'Messi', 'haters', 'wanna', 'talk', 'shit', 'about', 'him', 'rn', 'well', 'just', 'wait', 'til', 'after', 'international', 'break', 'is', 'over', 'Messi', 'his', 'haters', '', 'Penaldogs', '', 'better', 'be', 'ready', 'to', 'hide', 'in', 'their', 'caves', '', '']"
5,@PSGhub @SaberDesfa Good 4 Messi tbf. Definitely needed 2 rest.,"['PSGhub', 'SaberDesfa', 'Good', '4', 'Messi', 'tbf', '', 'Definitely', 'needed', '2', 'rest', '']"
6,@hadrien_grenier @SaberDesfa Messi is the new Verratti,"['hadriengrenier', 'SaberDesfa', 'Messi', 'is', 'the', 'new', 'Verratti']"
7,"@TrollFootball Lionel Messi in 2021:

✅ 49 games
✅ 40 goals
✅ 14 assists
✅ 27 MOTM awards
✅ La Liga top scorer
✅ Copa America top scorer, Player of the Tournament and winner

If any other player had these stats then they would win the Ballon d'Or without debate. Give him his #7 🏆 #LM7 https://t.co/1sqMBb61Ke","['TrollFootball', 'Lionel', 'Messi', 'in', '2021', '', '', '49', 'games', '', '40', 'goals', '', '14', 'assists', '', '27', 'MOTM', 'awards', '', 'La', 'Liga', 'top', 'scorer', '', 'Copa', 'America', 'top', 'scorer', '', 'Player', 'of', 'the', 'Tournament', 'and', 'winner', 'If', 'any', 'other', 'player', 'had', 'these', 'stats', 'then', 'they', 'would', 'win', 'the', 'Ballon', 'dOr', 'without', 'debate', '', 'Give', 'him', 'his', '', '7', '', 'LM7', '']"
8,"@av_bagged @Chaviesquement When news of koeman freezing riqui for leaking news broke , there were also reports that a section of the dressing room supported koeman, I think messi was one of them, you can tell that by leo's Excellent relation with ronald","['avbagged', 'Chaviesquement', 'When', 'news', 'of', 'koeman', 'freezing', 'riqui', 'for', 'leaking', 'news', 'broke', '', 'there', 'were', 'also', 'reports', 'that', 'a', 'section', 'of', 'the', 'dressing', 'room', 'supported', 'koeman', '', 'I', 'think', 'messi', 'was', 'one', 'of', 'them', '', 'you', 'can', 'tell', 'that', 'by', 'leos', 'Excellent', 'relation', 'with', 'ronald']"
9,Noone mentioned messi in that tweet you bum https://t.co/FUrU8UwzXs,"['Noone', 'mentioned', 'messi', 'in', 'that', 'tweet', 'you', 'bum', '']"
10,@6BDORS Messi is the best 🥇,"['6BDORS', 'Messi', 'is', 'the', 'best', '']"
11,"Oml messi has never hit these levels

https://t.co/gbiPrg0pdQ https://t.co/kWJSJS7gz7","['Oml', 'messi', 'has', 'never', 'hit', 'these', 'levels', '', '']"
12,"Lionel Messi says thought of retiring after next year’s FIFA World Cup has not crossed his mind-Sports News , Firstpost https://t.co/KsRx5fP53n","['Lionel', 'Messi', 'says', 'thought', 'of', 'retiring', 'after', 'next', 'year', '', 's', 'FIFA', 'World', 'Cup', 'has', 'not', 'crossed', 'his', 'mindSports', 'News', '', 'Firstpost', '']"
13,"@sideblancos @MasiaProdigy @kickoffspot_ @somedaytolive @shivanshfcbm One of the worst takes on this app. Messi has done it in CL, the World Cup, Copa America, and in a top league for over a decade yet he can’t be the  greatest player of all time  because he didn’t prove himself in another league? Do u seriously think he couldn’t put up numbers in his prime in other league","['sideblancos', 'MasiaProdigy', 'kickoffspot', 'somedaytolive', 'shivanshfcbm', 'One', 'of', 'the', 'worst', 'takes', 'on', 'this', 'app', '', 'Messi', 'has', 'done', 'it', 'in', 'CL', '', 'the', 'World', 'Cup', '', 'Copa', 'America', '', 'and', 'in', 'a', 'top', 'league', 'for', 'over', 'a', 'decade', 'yet', 'he', 'can', '', 't', 'be', 'the', 'greatest', 'player', 'of', 'all', 'time', 'because', 'he', 'didn', '', 't', 'prove', 'himself', 'in', 'another', 'league', '', 'Do', 'u', 'seriously', 'think', 'he', 'couldn', '', 't', 'put', 'up', 'numbers', 'in', 'his', 'prime', 'in', 'other', 'league']"
14,"@leitren Lmao idris gana gueye or whatever his name is doesn't have that kinda IQ, he did rather pass to a mark mbappe than messi.","['leitren', 'Lmao', 'idris', 'gana', 'gueye', 'or', 'whatever', 'his', 'name', 'is', 'doesnt', 'have', 'that', 'kinda', 'IQ', '', 'he', 'did', 'rather', 'pass', 'to', 'a', 'mark', 'mbappe', 'than', 'messi', '']"
15,"@Chrisanchez15 @Letter_to_Jack What are the things Ronaldo has done that Messi can't do ? 
I'm waiting for your list bro","['Chrisanchez15', 'LettertoJack', 'What', 'are', 'the', 'things', 'Ronaldo', 'has', 'done', 'that', 'Messi', 'cant', 'do', '', 'Im', 'waiting', 'for', 'your', 'list', 'bro']"
16,DO NOT FORGET IF YOU WANT MESSI/RONALDO AND DINHO https://t.co/rkR33yitF3,"['DO', 'NOT', 'FORGET', 'IF', 'YOU', 'WANT', 'MESSI', '', 'RONALDO', 'AND', 'DINHO', '']"
17,Listening to Leo Messi talk about Barcelona in his interview despite people treating him like shit☹️ https://t.co/kzzvhGm0mt,"['Listening', 'to', 'Leo', 'Messi', 'talk', 'about', 'Barcelona', 'in', 'his', 'interview', 'despite', 'people', 'treating', 'him', 'like', 'shit', '', '️', '']"
18,🔴 Leo Messi is OUT for Wednesday. @SaberDesfa #PSG 🇦🇷❌,"['', 'Leo', 'Messi', 'is', 'OUT', 'for', 'Wednesday', '', 'SaberDesfa', 'PSG', '', '', '']"
19,"Retire? It has not crossed my mind, says #PSG star #Messi 
https://t.co/RmD2PaaWb3","['Retire', '', 'It', 'has', 'not', 'crossed', 'my', 'mind', '', 'says', 'PSG', 'star', 'Messi', '']"
20,"Zlatan is not even in the top 200 but talks like he is on Messi them level , smh https://t.co/ek9If8mvM8","['Zlatan', 'is', 'not', 'even', 'in', 'the', 'top', '200', 'but', 'talks', 'like', 'he', 'is', 'on', 'Messi', 'them', 'level', '', 'smh', '']"
21,"@goal @PauDybala_JR @juventusfcen Lionel Messi in 2021:

✅ 49 games
✅ 40 goals
✅ 14 assists
✅ 27 MOTM awards
✅ La Liga top scorer
✅ Copa America top scorer, Player of the Tournament and winner

If any other player had these stats then they would win the Ballon d'Or without debate. Give him his #7 🏆 #LM7 https://t.co/sHb74afgao","['goal', 'PauDybalaJR', 'juventusfcen', 'Lionel', 'Messi', 'in', '2021', '', '', '49', 'games', '', '40', 'goals', '', '14', 'assists', '', '27', 'MOTM', 'awards', '', 'La', 'Liga', 'top', 'scorer', '', 'Copa', 'America', 'top', 'scorer', '', 'Player', 'of', 'the', 'Tournament', 'and', 'winner', 'If', 'any', 'other', 'player', 'had', 'these', 'stats', 'then', 'they', 'would', 'win', 'the', 'Ballon', 'dOr', 'without', 'debate', '', 'Give', 'him', 'his', '', '7', '', 'LM7', '']"
22,Vote messi/ronaldo hell vote origi but not that other random dude https://t.co/8lqKGT8QIo,"['Vote', 'messi', '', 'ronaldo', 'hell', 'vote', 'origi', 'but', 'not', 'that', 'other', 'random', 'dude', '']"
23,"@Inayat19708039 Messi is most protected, we all know that","['Inayat19708039', 'Messi', 'is', 'most', 'protected', '', 'we', 'all', 'know', 'that']"
24,@OLA29636117 @Amari74_ @adamGuater @totalcristiano THEN WHY HE STILL HAS LESS LEAGUE GOALS THAN MESSI IN 2021?,"['OLA29636117', 'Amari74', 'adamGuater', 'totalcristiano', 'THEN', 'WHY', 'HE', 'STILL', 'HAS', 'LESS', 'LEAGUE', 'GOALS', 'THAN', 'MESSI', 'IN', '2021', '']"
25,@needonegoalfc SRK and Messi as a celebrity will never disappoint you ❤️✌️,"['needonegoalfc', 'SRK', 'and', 'Messi', 'as', 'a', 'celebrity', 'will', 'never', 'disappoint', 'you', '', '️', '', '️']"
26,@goal @PauDybala_JR @juventusfcen Has more league goals than Messi 😭,"['goal', 'PauDybalaJR', 'juventusfcen', 'Has', 'more', 'league', 'goals', 'than', 'Messi', '']"
27,"@waleedalfarraj Twitter Messi 

#اجمل_رساله_حب  #غرد_بذكر_الله

https://t.co/XSyUpymMGT","['waleedalfarraj', 'Twitter', 'Messi', 'اجملرسالهحب', 'غردبذكرالله', '']"
28,"@SelecaoTalk Newmar for all his brilliance ain't come close to Messi, The gulf between Messi and Neymar is as big as Maradona and Careca with the likes of R9, Ronnie can both fill in with some space left for Romario.","['SelecaoTalk', 'Newmar', 'for', 'all', 'his', 'brilliance', 'aint', 'come', 'close', 'to', 'Messi', '', 'The', 'gulf', 'between', 'Messi', 'and', 'Neymar', 'is', 'as', 'big', 'as', 'Maradona', 'and', 'Careca', 'with', 'the', 'likes', 'of', 'R9', '', 'Ronnie', 'can', 'both', 'fill', 'in', 'with', 'some', 'space', 'left', 'for', 'Romario', '']"
29,"Ramos : Bro i have a plan to leave this hell
Messi : Tell me fast 
#psg #ramos #Messi https://t.co/nuWvrzlP79","['Ramos', '', 'Bro', 'i', 'have', 'a', 'plan', 'to', 'leave', 'this', 'hell', 'Messi', '', 'Tell', 'me', 'fast', 'psg', 'ramos', 'Messi', '']"
30,@messiifc10 @ESPNFC If that’s the case why was the president saying that? Surely he should know. Also they could have paid Messi back later once they balance their checkbook so it doesn’t have to be for free,"['messiifc10', 'ESPNFC', 'If', 'that', '', 's', 'the', 'case', 'why', 'was', 'the', 'president', 'saying', 'that', '', 'Surely', 'he', 'should', 'know', '', 'Also', 'they', 'could', 'have', 'paid', 'Messi', 'back', 'later', 'once', 'they', 'balance', 'their', 'checkbook', 'so', 'it', 'doesn', '', 't', 'have', 'to', 'be', 'for', 'free']"
31,@breathMessi21 Someone needs to remind he's fkin Lionel Messi,"['breathMessi21', 'Someone', 'needs', 'to', 'remind', 'hes', 'fkin', 'Lionel', 'Messi']"
32,@derekVibez @Leslley20 @ChampionsLeague @acmilan when has messi ever claimed to be the best? lmao,"['derekVibez', 'Leslley20', 'ChampionsLeague', 'acmilan', 'when', 'has', 'messi', 'ever', 'claimed', 'to', 'be', 'the', 'best', '', 'lmao']"
33,"Broo, Messi and Ronaldo made constant 30 league goals look normal","['Broo', '', 'Messi', 'and', 'Ronaldo', 'made', 'constant', '30', 'league', 'goals', 'look', 'normal']"
34,@Etleau1 I hope Messi will win Ballon d'or 2021,"['Etleau1', 'I', 'hope', 'Messi', 'will', 'win', 'Ballon', 'dor', '2021']"
35,Neymar turned up against Lille. Why can’t he be like this all the time? https://t.co/KOGrbAM0K1,"['Neymar', 'turned', 'up', 'against', 'Lille', '', 'Why', 'can', '', 't', 'he', 'be', 'like', 'this', 'all', 'the', 'time', '', '']"
36,@kso123_ @LUFCAtif He’s just comparing the better player (Messi) and what people think are the  greatest player of all time  (ronaldo) to who are the best players on earth (Raphinha and Rodrigo),"['kso123', 'LUFCAtif', 'He', '', 's', 'just', 'comparing', 'the', 'better', 'player', '', 'Messi', '', 'and', 'what', 'people', 'think', 'are', 'the', 'greatest', 'player', 'of', 'all', 'time', '', 'ronaldo', '', 'to', 'who', 'are', 'the', 'best', 'players', 'on', 'earth', '', 'Raphinha', 'and', 'Rodrigo', '']"
37,@RJ_Messi_1 So as you 😂,"['RJMessi1', 'So', 'as', 'you', '']"
38,@BlancoAMJ @TotalMessi10i @Schule7i @goal @FCBarcelona @TeamMessi List all the teams ronaldo played in the euros when he won and compare them with the copa america messi won.,"['BlancoAMJ', 'TotalMessi10i', 'Schule7i', 'goal', 'FCBarcelona', 'TeamMessi', 'List', 'all', 'the', 'teams', 'ronaldo', 'played', 'in', 'the', 'euros', 'when', 'he', 'won', 'and', 'compare', 'them', 'with', 'the', 'copa', 'america', 'messi', 'won', '']"
39,@goal @FCBarcelona @TeamMessi Goal sucking messi's ass once again no surprise 😂😂😂😂,"['goal', 'FCBarcelona', 'TeamMessi', 'Goal', 'sucking', 'messis', 'ass', 'once', 'again', 'no', 'surprise', '', '', '']"
40,@Elelwani_Ndou93 @Jose_Told_You Tiny little kid who thinks he’s Messi. He drives me mad when I watch him play.,"['ElelwaniNdou93', 'JoseToldYou', 'Tiny', 'little', 'kid', 'who', 'thinks', 'he', '', 's', 'Messi', '', 'He', 'drives', 'me', 'mad', 'when', 'I', 'watch', 'him', 'play', '']"
41,"@Segzxx @ERNESTHDGAMERX Na just G/A Messi tale pass am sef, completed more takeons, created more chances PG, big chances in the tournament. Ernest dey here dey call Martinez 😹","['Segzxx', 'ERNESTHDGAMERX', 'Na', 'just', 'G', '', 'A', 'Messi', 'tale', 'pass', 'am', 'sef', '', 'completed', 'more', 'takeons', '', 'created', 'more', 'chances', 'PG', '', 'big', 'chances', 'in', 'the', 'tournament', '', 'Ernest', 'dey', 'here', 'dey', 'call', 'Martinez', '']"
42,"@cr7 greatest player of all time 77 @mide6ix @ultimatetots @sixgodfcb @goal lies, Bartomeu played a major role in the debt, barca was fine, bartomeu got 222million from psg for neymar, and what did he do with it? bought coutinho and dembele, players that were bad investment, messi generated about 300 to 400m per year for barca they were able to pay him","['cr7', 'greatest', 'player', 'of', 'all', 'time', '77', 'mide6ix', 'ultimatetots', 'sixgodfcb', 'goal', 'lies', '', 'Bartomeu', 'played', 'a', 'major', 'role', 'in', 'the', 'debt', '', 'barca', 'was', 'fine', '', 'bartomeu', 'got', '222million', 'from', 'psg', 'for', 'neymar', '', 'and', 'what', 'did', 'he', 'do', 'with', 'it', '', 'bought', 'coutinho', 'and', 'dembele', '', 'players', 'that', 'were', 'bad', 'investment', '', 'messi', 'generated', 'about', '300', 'to', '400m', 'per', 'year', 'for', 'barca', 'they', 'were', 'able', 'to', 'pay', 'him']"
43,"Coming up shortly is a full video discussing Leo Messi’s interview! Where he spoke about a many interesting topics, including his exit from Barça, his possible return &amp; the 2022 World Cup 🇦🇷","['Coming', 'up', 'shortly', 'is', 'a', 'full', 'video', 'discussing', 'Leo', 'Messi', '', 's', 'interview', '', 'Where', 'he', 'spoke', 'about', 'a', 'many', 'interesting', 'topics', '', 'including', 'his', 'exit', 'from', 'Barça', '', 'his', 'possible', 'return', '', 'the', '2022', 'World', 'Cup', '', '']"
44,@Serenityy_now @RJ_Messi_1 Welcome back 😹😹 Me kidhu rahul ne potani practice chalu kari 6 so busy hase 😀,"['Serenityynow', 'RJMessi1', 'Welcome', 'back', '', '', 'Me', 'kidhu', 'rahul', 'ne', 'potani', 'practice', 'chalu', 'kari', '6', 'so', 'busy', 'hase', '']"
45,@_cfcguy @Fibonana @lmfootbalI Lol kid doesn’t even know that  ballon d ir is given on overall perfomance including trophies and individual stats messi has both while your lord has only trophies with zero stats🤣,"['cfcguy', 'Fibonana', 'lmfootbalI', 'Lol', 'kid', 'doesn', '', 't', 'even', 'know', 'that', 'ballon', 'd', 'ir', 'is', 'given', 'on', 'overall', 'perfomance', 'including', 'trophies', 'and', 'individual', 'stats', 'messi', 'has', 'both', 'while', 'your', 'lord', 'has', 'only', 'trophies', 'with', 'zero', 'stats', '']"
46,@SuperSportTV He has always said this! Messi and Barcelona is literally 5&amp;6,"['SuperSportTV', 'He', 'has', 'always', 'said', 'this', '', 'Messi', 'and', 'Barcelona', 'is', 'literally', '5', '', '6']"
47,"@goal @FCBarcelona @TeamMessi This PR drama istg... GOAL used to be a good page. Now you're just 💩.

Push your Messi agenda more and more like a 10 year old brat ya f-ers","['goal', 'FCBarcelona', 'TeamMessi', 'This', 'PR', 'drama', 'istg', '', 'GOAL', 'used', 'to', 'be', 'a', 'good', 'page', '', 'Now', 'youre', 'just', '', '', 'Push', 'your', 'Messi', 'agenda', 'more', 'and', 'more', 'like', 'a', '10', 'year', 'old', 'brat', 'ya', 'fers']"
48,"I think #Messi is going to be crowned #TheBest FIFA Men's Player. Who do you think will win? https://t.co/5MsgtxdGqi 
#HappyBirthdaySRK 
#ShahRukhKhan 
#SRK","['I', 'think', 'Messi', 'is', 'going', 'to', 'be', 'crowned', 'TheBest', 'FIFA', 'Mens', 'Player', '', 'Who', 'do', 'you', 'think', 'will', 'win', '', '', 'HappyBirthdaySRK', 'ShahRukhKhan', 'SRK']"
49,@Nkjnr Messi's own must be Goat of Goats then,"['Nkjnr', 'Messis', 'own', 'must', 'be', 'Goat', 'of', 'Goats', 'then']"
50,"So according to the Puig fan base, Messi has an agenda against Puig too¿ https://t.co/8EiCSUYmkR","['So', 'according', 'to', 'the', 'Puig', 'fan', 'base', '', 'Messi', 'has', 'an', 'agenda', 'against', 'Puig', 'too', '¿', '']"
51,im not ready for a Messi-less Argentina someone find a way to make that man play till he’s 45 NOW https://t.co/kz2So2CESj,"['im', 'not', 'ready', 'for', 'a', 'Messiless', 'Argentina', 'someone', 'find', 'a', 'way', 'to', 'make', 'that', 'man', 'play', 'till', 'he', '', 's', '45', 'NOW', '']"
52,"Goal Five - Ali Mouajal (@fc_kensal)
Goal Six - @callumormrod1 (@avenue_football)
Goal Seven - Adriano Gil (@welwyn_warriors)
Goal Eight - Manchester Messi (@ChorltonFooty)

(2/5)","['Goal', 'Five', '', 'Ali', 'Mouajal', '', 'fckensal', '', 'Goal', 'Six', '', 'callumormrod1', '', 'avenuefootball', '', 'Goal', 'Seven', '', 'Adriano', 'Gil', '', 'welwynwarriors', '', 'Goal', 'Eight', '', 'Manchester', 'Messi', '', 'ChorltonFooty', '', '', '25', '']"
53,@OIahuUber @shayaanfcb Messi has more g/a in ligue1 than number of times they have captured our land 😭😭,"['OIahuUber', 'shayaanfcb', 'Messi', 'has', 'more', 'g', '', 'a', 'in', 'ligue', '1', 'than', 'number', 'of', 'times', 'they', 'have', 'captured', 'our', 'land', '', '']"
54,"@PSG_espanol @losclive Lionel Messi in 2021:

✅ 49 games
✅ 40 goals
✅ 14 assists
✅ 27 MOTM awards
✅ La Liga top scorer
✅ Copa America top scorer, Player of the Tournament and winner

If any other player had these stats then they would win the Ballon d'Or without debate. Give him his #7 🏆 #LM7 https://t.co/P63FRtxVK5","['PSGespanol', 'losclive', 'Lionel', 'Messi', 'in', '2021', '', '', '49', 'games', '', '40', 'goals', '', '14', 'assists', '', '27', 'MOTM', 'awards', '', 'La', 'Liga', 'top', 'scorer', '', 'Copa', 'America', 'top', 'scorer', '', 'Player', 'of', 'the', 'Tournament', 'and', 'winner', 'If', 'any', 'other', 'player', 'had', 'these', 'stats', 'then', 'they', 'would', 'win', 'the', 'Ballon', 'dOr', 'without', 'debate', '', 'Give', 'him', 'his', '', '7', '', 'LM7', '']"
55,"Messi is far better than Ronaldo. 

Omo na me go organize the search party. 😂 https://t.co/BGOV0WXolI","['Messi', 'is', 'far', 'better', 'than', 'Ronaldo', '', 'Omo', 'na', 'me', 'go', 'organize', 'the', 'search', 'party', '', '', '']"
56,@RMnaldo7 @TMForever30 Talking about messi and Ronaldo clown💀,"['RMnaldo7', 'TMForever30', 'Talking', 'about', 'messi', 'and', 'Ronaldo', 'clown', '']"
57,@wesyang Lionel Messi and Wayne Gretzky,"['wesyang', 'Lionel', 'Messi', 'and', 'Wayne', 'Gretzky']"
58,"Zlatan #hypocrite
On Cristiano's transfer:
""I said that it wasn't a challenge to join Juventus. It's not a challenge to go to one of the best teams in the world.""
On Messi's transfer:
""It’s a good challenge for Messi""
Still salty over this ↓ , grow up Z
#CristianoRonaldo # greatest player of all time  https://t.co/VqEilAWwaM","['Zlatan', 'hypocrite', 'On', 'Cristianos', 'transfer', '', '', 'I', 'said', 'that', 'it', 'wasnt', 'a', 'challenge', 'to', 'join', 'Juventus', '', 'Its', 'not', 'a', 'challenge', 'to', 'go', 'to', 'one', 'of', 'the', 'best', 'teams', 'in', 'the', 'world', '', '', 'On', 'Messis', 'transfer', '', '', 'It', '', 's', 'a', 'good', 'challenge', 'for', 'Messi', '', 'Still', 'salty', 'over', 'this', '↓', '', 'grow', 'up', 'Z', 'CristianoRonaldo', '', 'greatest', 'player', 'of', 'all', 'time', '']"
59,"@smswapnil23 @Futbolista___ @BarcaTimes He said that without being the president, how many players would he be able to buy if he became president. He would have eventually waited till the end of the season. He used that to campaign. Laporta used Messi to campaign but what happened?","['smswapnil23', 'Futbolista', 'BarcaTimes', 'He', 'said', 'that', 'without', 'being', 'the', 'president', '', 'how', 'many', 'players', 'would', 'he', 'be', 'able', 'to', 'buy', 'if', 'he', 'became', 'president', '', 'He', 'would', 'have', 'eventually', 'waited', 'till', 'the', 'end', 'of', 'the', 'season', '', 'He', 'used', 'that', 'to', 'campaign', '', 'Laporta', 'used', 'Messi', 'to', 'campaign', 'but', 'what', 'happened', '']"
60,Messi's high five: I came to PSG to win the Champions League again https://t.co/1sx4BDOqZW,"['Messis', 'high', 'five', '', 'I', 'came', 'to', 'PSG', 'to', 'win', 'the', 'Champions', 'League', 'again', '']"
61,good Messi comps anyone?,"['good', 'Messi', 'comps', 'anyone', '']"
62,"Everyone is a born winner. You just have to figure out what it is you are good at. Cr7 or Messi might lose even if they both are on the same team in a 4x4 race. 
So if you are born to be a Chess champion but you keep playing Ludo, you cannot blame anyone for not winning.","['Everyone', 'is', 'a', 'born', 'winner', '', 'You', 'just', 'have', 'to', 'figure', 'out', 'what', 'it', 'is', 'you', 'are', 'good', 'at', '', 'Cr7', 'or', 'Messi', 'might', 'lose', 'even', 'if', 'they', 'both', 'are', 'on', 'the', 'same', 'team', 'in', 'a', '4x4', 'race', '', 'So', 'if', 'you', 'are', 'born', 'to', 'be', 'a', 'Chess', 'champion', 'but', 'you', 'keep', 'playing', 'Ludo', '', 'you', 'cannot', 'blame', 'anyone', 'for', 'not', 'winning', '']"
63,"@av_bagged @fcbnilebagged I don't know but the relationship between Piqué and Messi seems a little weird and the relationship between Riqui and Pique seems strong. Also Riqui playiny golf with Laporta isn't normal, and Koeman talked about the pressure he had to ""play certain players"".","['avbagged', 'fcbnilebagged', 'I', 'dont', 'know', 'but', 'the', 'relationship', 'between', 'Piqué', 'and', 'Messi', 'seems', 'a', 'little', 'weird', 'and', 'the', 'relationship', 'between', 'Riqui', 'and', 'Pique', 'seems', 'strong', '', 'Also', 'Riqui', 'playiny', 'golf', 'with', 'Laporta', 'isnt', 'normal', '', 'and', 'Koeman', 'talked', 'about', 'the', 'pressure', 'he', 'had', 'to', '', 'play', 'certain', 'players', '', '']"
64,Messi the best footballer@messi https://t.co/qODQE9FnYZ,"['Messi', 'the', 'best', 'footballer', 'messi', '']"
65,@FCBDynamite_ @messi_ greatest player of all time ed @shayaanfcb Hey lol,"['FCBDynamite', 'messi', 'greatest', 'player', 'of', 'all', 'time', 'ed', 'shayaanfcb', 'Hey', 'lol']"
66,"@olgasyana Looks so yummy, messi! 💕","['olgasyana', 'Looks', 'so', 'yummy', '', 'messi', '', '']"
67,"Let's play a game of who am i?

I played with Ronaldo and Messi
I won the Champions League with both
Won the World Cup + Euros 
Now I'm Ronaldo's bitch

Who am I?","['Lets', 'play', 'a', 'game', 'of', 'who', 'am', 'i', '', 'I', 'played', 'with', 'Ronaldo', 'and', 'Messi', 'I', 'won', 'the', 'Champions', 'League', 'with', 'both', 'Won', 'the', 'World', 'Cup', '', 'Euros', 'Now', 'Im', 'Ronaldos', 'bitch', 'Who', 'am', 'I', '']"
68,@imessi ilove you cr7 or Messi❤👑 https://t.co/IrjsjXB1gg,"['imessi', 'ilove', 'you', 'cr7', 'or', 'Messi', '', '', '']"
69,"@Neymaravi_ @MirZafa03675509 @Dsummerss @PSGhub @RMCsport He literally said it in an interview after messi won ballondor 2015, search it up clown.","['Neymaravi', 'MirZafa03675509', 'Dsummerss', 'PSGhub', 'RMCsport', 'He', 'literally', 'said', 'it', 'in', 'an', 'interview', 'after', 'messi', 'won', 'ballondor', '2015', '', 'search', 'it', 'up', 'clown', '']"
70,And that's why our Goat Leo Messi will win Ballon d'Or https://t.co/KmG0KaENyf,"['And', 'thats', 'why', 'our', 'Goat', 'Leo', 'Messi', 'will', 'win', 'Ballon', 'dOr', '']"
71,PDP chieftain blasts Kaduna Government over bandits’ attack despite shutdown of mobile network - https://t.co/Buidzk2G7x #News #kaduna #PDP#BBnaija #Messi #Wizkid #Davido,"['PDP', 'chieftain', 'blasts', 'Kaduna', 'Government', 'over', 'bandits', '', 'attack', 'despite', 'shutdown', 'of', 'mobile', 'network', '', '', 'News', 'kaduna', 'PDP', 'BBnaija', 'Messi', 'Wizkid', 'Davido']"
72,It's funny that the only person in football who doesn't give a single fuck about the Messi vs Ronaldo debate is Lionel Messi. https://t.co/bQ8HZHye9T,"['Its', 'funny', 'that', 'the', 'only', 'person', 'in', 'football', 'who', 'doesnt', 'give', 'a', 'single', 'fuck', 'about', 'the', 'Messi', 'vs', 'Ronaldo', 'debate', 'is', 'Lionel', 'Messi', '', '']"
73,Watching Barcelona nowadays makes you appreciate Messi more…,"['Watching', 'Barcelona', 'nowadays', 'makes', 'you', 'appreciate', 'Messi', 'more', '']"
74,"Lionel Messi will Miss Match against Lepzeig !!!
Via 🏅 @SaberDesfa","['Lionel', 'Messi', 'will', 'Miss', 'Match', 'against', 'Lepzeig', '', '', '', 'Via', '', 'SaberDesfa']"
75,"@TotalMessi10i @Schule7i @goal @FCBarcelona @TeamMessi Better than 5 bottle jobs and ghosting. Messi also has 0 KOs goals in WC, same with Ronaldo. Not to mention Messi plays much easier teams in a KOs phase of Copa america than Ronaldo would do at an Euros tournament or even nations league","['TotalMessi10i', 'Schule7i', 'goal', 'FCBarcelona', 'TeamMessi', 'Better', 'than', '5', 'bottle', 'jobs', 'and', 'ghosting', '', 'Messi', 'also', 'has', '0', 'KOs', 'goals', 'in', 'WC', '', 'same', 'with', 'Ronaldo', '', 'Not', 'to', 'mention', 'Messi', 'plays', 'much', 'easier', 'teams', 'in', 'a', 'KOs', 'phase', 'of', 'Copa', 'america', 'than', 'Ronaldo', 'would', 'do', 'at', 'an', 'Euros', 'tournament', 'or', 'even', 'nations', 'league']"
76,@chukutin I think i see messi,"['chukutin', 'I', 'think', 'i', 'see', 'messi']"
77,"@Leslley20 nahh im just trolling, i like messi😭 messi needs some rest tho","['Leslley20', 'nahh', 'im', 'just', 'trolling', '', 'i', 'like', 'messi', '', 'messi', 'needs', 'some', 'rest', 'tho']"
78,@Drwhales_ I think Messi owns that record.,"['Drwhales', 'I', 'think', 'Messi', 'owns', 'that', 'record', '']"
